generation,N_shifts,logPrior,logLik,eventRate,acceptRate
56000,177,1528.42,-1080.56,88.1943,0.452
57000,181,1564.98,-1065.03,93.8533,0.456
58000,187,1637.44,-1007.87,85.4627,0.446
59000,185,1609.35,-985.429,99.1154,0.463
60000,187,1638.25,-917.287,86.1663,0.458
61000,184,1605.69,-832.023,98.5565,0.427
62000,182,1590.22,-793.153,98.5565,0.441
63000,178,1575.83,-767.709,77.7878,0.449
64000,179,1573.29,-708.534,85.1996,0.445
65000,186,1634.01,-644.224,94.3881,0.408
66000,185,1620.85,-607.414,94.2214,0.466
67000,185,1619.91,-552.498,91.665,0.434
68000,189,1662.19,-507.141,94.2524,0.4
69000,184,1614.09,-476.299,89.9903,0.425
70000,190,1662,-438.728,94.7161,0.466
71000,202,1761.12,-366.263,108.672,0.43
72000,211,1856.77,-306.155,100.981,0.429
73000,214,1874.26,-272.789,114.094,0.426
74000,219,1931.98,-247.502,102.595,0.455
75000,221,1952.01,-218.532,104.142,0.437
76000,226,1991.63,-179.297,115.932,0.452
77000,218,1923.59,-100.205,115.579,0.395
78000,215,1903.39,-39.8581,105.529,0.417
79000,234,2082.29,52.22,107.873,0.424
80000,234,2064.03,110.978,128.921,0.419
81000,229,2039.84,184.316,110.816,0.422
82000,228,2020.4,238.267,115.456,0.444
83000,228,2017.35,270.513,115.456,0.404
84000,229,2017.8,314.537,116.283,0.404
85000,233,2053.24,392.523,119.476,0.416
86000,242,2120.24,438.97,133.552,0.436
87000,243,2147.9,518.68,114.993,0.42
88000,248,2182.66,542.452,116.113,0.435
89000,243,2132.89,569.201,124.854,0.441
90000,247,2161.12,604.347,128.816,0.414
91000,249,2178.19,653.134,128.35,0.413
92000,247,2163.04,713.944,119.93,0.437
93000,249,2177.81,795.404,123.903,0.412
94000,249,2191.04,817.328,112.884,0.446
95000,253,2216.75,870.264,112.884,0.417
96000,255,2224.74,877.232,123.211,0.423
97000,255,2216.22,903.429,131.6,0.392
98000,249,2166.38,898.946,124.085,0.425
99000,249,2170.12,921.221,127.586,0.42
100000,247,2165.33,981.061,119.485,0.425
101000,249,2181.51,994.343,119.485,0.415
102000,256,2250.25,1047.44,119.485,0.41
103000,254,2235.34,1069.77,119.485,0.422
104000,254,2229.11,1086.13,128.022,0.396
105000,254,2225.96,1086.38,130.134,0.423
106000,259,2272.12,1141.7,128.342,0.432
107000,253,2203.09,1161.18,139.449,0.425
108000,258,2262.81,1194.42,130.056,0.429
109000,256,2245.83,1198.24,127.262,0.383
110000,258,2250.77,1267.3,142.979,0.436
111000,258,2265.92,1293.91,142.979,0.419
112000,261,2292.28,1315.34,145.785,0.41
113000,261,2317.23,1324.5,114.797,0.395
114000,259,2296.4,1334.91,124.141,0.44
115000,260,2305.45,1358.49,124.141,0.429
116000,260,2293.56,1382.05,129.93,0.414
117000,253,2227.05,1380.33,120.55,0.423
118000,254,2208.8,1407.9,130.236,0.421
119000,250,2172.22,1431.85,140.949,0.402
120000,262,2306.72,1516.87,113.204,0.413
121000,259,2261.04,1506.4,116.141,0.408
122000,264,2277.39,1534.21,140.413,0.42
123000,257,2239.05,1565.71,111.776,0.394
124000,261,2242.72,1605.94,136.92,0.408
125000,255,2214.89,1640.87,115.296,0.44
126000,264,2293.11,1690.16,127.174,0.432
127000,269,2322.7,1707.46,135.049,0.399
128000,266,2291.1,1719.93,135.049,0.427
129000,263,2267.75,1730.37,130.209,0.433
130000,266,2288.09,1763.62,130.209,0.4
131000,268,2292.25,1778.89,137.396,0.417
132000,269,2315.15,1792.91,128.342,0.405
133000,269,2309.55,1800.35,128.342,0.419
134000,263,2251.01,1831.96,130.759,0.406
135000,271,2326.93,1859.23,130.759,0.405
136000,268,2277.63,1877.12,150.922,0.444
137000,266,2283.99,1956.93,134.05,0.397
138000,266,2291.86,2007.54,130.052,0.39
139000,266,2295.49,2038.94,130.052,0.374
140000,269,2318.91,2122.94,135.099,0.39
141000,263,2273.82,2162.4,125.394,0.396
142000,262,2246.24,2210.19,138.803,0.384
143000,267,2293.39,2249.76,138.803,0.389
144000,264,2266.97,2293.29,138.803,0.382
145000,266,2292.82,2347.46,128.355,0.405
146000,274,2349.02,2415.51,128.355,0.37
147000,275,2352.92,2451.23,135.868,0.41
148000,273,2335.11,2487,143.618,0.408
149000,280,2402.62,2506.73,135.838,0.403
150000,273,2352.9,2533.24,135.838,0.4
151000,279,2392.78,2570.2,155.01,0.402
152000,283,2443.95,2634.2,139.468,0.378
153000,285,2462.65,2636.34,139.468,0.384
154000,281,2444.26,2660,128.311,0.41
155000,273,2378.02,2692.59,128.311,0.383
156000,269,2331.62,2717.64,149.738,0.393
157000,266,2312.21,2753.92,133.772,0.386
158000,268,2317.06,2813.68,143.259,0.412
159000,264,2289.99,2812.31,125.583,0.395
160000,258,2244.9,2836.74,128.498,0.4
161000,266,2317.34,2875.33,131.964,0.406
162000,259,2266.22,2945.84,126.475,0.381
163000,257,2256.55,2978.63,126.475,0.369
164000,252,2211.14,3017.34,123.041,0.361
165000,256,2253,3048.6,123.041,0.373
166000,260,2267.47,3079.02,144.849,0.398
167000,265,2335.58,3084.72,126.653,0.413
168000,263,2296.7,3095.9,139.962,0.366
169000,265,2331.53,3114.4,128.47,0.394
170000,266,2337.92,3115.54,127.943,0.395
171000,269,2352.25,3136.47,133.842,0.381
172000,263,2289.74,3148.45,139.804,0.416
173000,267,2339.04,3176.79,129.928,0.406
174000,268,2340.32,3188.76,139.752,0.373
175000,269,2336.69,3209.11,148.41,0.37
176000,264,2293.09,3244.45,148.41,0.374
177000,270,2371.95,3287.81,135.493,0.384
178000,275,2434.79,3315.72,118.707,0.375
179000,275,2427.08,3360.91,131.054,0.408
180000,272,2400.03,3368.64,128.116,0.393
181000,275,2431.72,3381.33,126.911,0.391
182000,273,2426.7,3421.53,126.911,0.389
183000,273,2410.03,3453.28,144.2,0.394
184000,275,2439.44,3471.72,133.494,0.38
185000,277,2462.43,3494.2,131.676,0.369
186000,285,2527.94,3510.71,134.092,0.374
187000,283,2497.02,3514.32,140.81,0.388
188000,290,2551.34,3531.61,148.704,0.385
189000,291,2576.81,3522.87,140.435,0.385
190000,290,2566.09,3548.92,141.801,0.398
191000,296,2622.3,3566.28,141.801,0.369
192000,297,2620.7,3606.62,141.801,0.424
193000,295,2612.09,3631.28,136.9,0.396
194000,298,2630.56,3688.22,148.888,0.386
195000,294,2584.86,3726.53,151.783,0.39
196000,298,2621.28,3749.55,150.658,0.38
197000,302,2650.06,3783.31,150.658,0.41
198000,299,2629.82,3816.82,146.415,0.391
199000,289,2527.81,3817.78,149.464,0.361
200000,289,2508.65,3868.27,158.995,0.393
201000,285,2486.69,3885,147.896,0.385
202000,283,2476.89,3920.66,154.842,0.398
203000,283,2486.4,3922.83,144.786,0.359
204000,284,2482.21,3957.95,151.003,0.397
205000,286,2506.41,3952.13,144.872,0.397
206000,283,2480.29,3943.19,144.872,0.405
207000,291,2562.94,3976.2,139.582,0.387
208000,298,2617.17,4004.39,150.259,0.382
209000,297,2603.36,3985.04,152.35,0.395
210000,291,2555.23,3980.48,138.187,0.406
211000,289,2540.08,4016.25,141.667,0.389
212000,283,2486.59,4024.67,141.667,0.401
213000,287,2517.73,4073.23,148.186,0.351
214000,277,2425.51,4157.48,148.186,0.372
215000,280,2459.05,4217.49,142.716,0.374
216000,273,2400.7,4269.55,127.077,0.386
217000,276,2428.34,4304.01,128.322,0.385
218000,272,2390.43,4303.96,144.208,0.363
219000,273,2390.15,4337.69,147.497,0.404
220000,275,2438.1,4379.1,132.304,0.403
221000,277,2460.88,4376.93,132.304,0.357
222000,278,2452.41,4400.48,146.982,0.386
223000,278,2450.01,4436.58,146.982,0.38
224000,269,2391.76,4459.27,116.173,0.384
225000,263,2325.88,4507.17,131.373,0.357
226000,267,2358.42,4528.83,131.373,0.373
227000,266,2347.48,4587.89,139.785,0.385
228000,272,2408.25,4632.46,126.748,0.365
229000,266,2357,4667.89,126.748,0.369
230000,269,2384.18,4659.64,126.748,0.374
231000,268,2382.7,4681.69,126.748,0.379
232000,271,2411.15,4687.8,136.651,0.366
233000,273,2423.07,4704.06,136.651,0.36
234000,267,2373.39,4716.66,136.651,0.397
235000,270,2401.78,4776.31,118.944,0.384
236000,268,2348.56,4801.44,157.58,0.366
237000,269,2370.25,4857.98,141.711,0.39
238000,270,2388.58,4902.81,136.109,0.392
239000,273,2413.33,4931.54,136.109,0.351
240000,269,2382.81,4947.84,138.447,0.356
241000,269,2386.84,4979.35,135.016,0.403
242000,260,2320.51,4967.35,119.235,0.372
243000,258,2305.5,4994.77,119.235,0.389
244000,258,2299.31,5004.12,122.979,0.361
245000,246,2192.01,4999.8,122.979,0.373
246000,246,2190.43,5039.96,125.408,0.385
247000,251,2229.81,5054.86,130.603,0.35
248000,243,2163.43,5078.05,117.586,0.393
249000,241,2148.24,5097.44,122.601,0.348
250000,245,2185.11,5110.83,122.601,0.38
251000,244,2182.27,5152.22,122.601,0.39
252000,247,2220.74,5186.61,118.921,0.365
253000,240,2147.04,5179.56,124.578,0.384
254000,238,2150.33,5202.23,106.667,0.388
255000,243,2189.52,5228.15,119.424,0.377
256000,247,2217.6,5242.83,126.878,0.345
257000,247,2222.53,5254.82,126.878,0.358
258000,248,2235.71,5283.4,125.567,0.366
259000,254,2286.57,5306.48,128.388,0.357
260000,259,2337.13,5330.53,113.399,0.383
261000,246,2213.77,5358.38,113.399,0.39
262000,255,2281.68,5385.84,128.688,0.372
263000,253,2256.85,5391.54,128.365,0.365
264000,255,2277.54,5431.59,125.597,0.366
265000,264,2362.12,5464.51,132.215,0.351
266000,264,2357.13,5482.26,132.681,0.355
267000,267,2374.76,5478.65,132.681,0.37
268000,262,2333.1,5512.84,132.681,0.386
269000,259,2309.75,5512.87,128.084,0.358
270000,255,2298.39,5533.35,113.547,0.37
271000,257,2299.9,5573.88,124.706,0.358
272000,262,2336.77,5599.47,124.706,0.349
273000,261,2314.51,5602.8,140.467,0.368
274000,259,2307.01,5622.72,140.467,0.346
275000,256,2290,5658.14,133.601,0.361
276000,252,2267.41,5678.11,122.702,0.382
277000,259,2309.5,5692.29,137.148,0.382
278000,263,2351.79,5697.14,134.676,0.377
279000,259,2326.07,5684.25,125.196,0.375
280000,252,2267.41,5693.72,120.341,0.357
281000,250,2236,5717.82,126.997,0.37
282000,249,2223.38,5738.03,124.043,0.36
283000,250,2240.8,5748.13,120.339,0.342
284000,247,2211.13,5768.17,117.587,0.343
285000,250,2253.52,5791.07,109.032,0.341
286000,256,2279.14,5801.4,135.68,0.37
287000,261,2328.48,5800.7,124.244,0.336
288000,262,2326.72,5850.99,142.768,0.363
289000,267,2373.73,5851.92,142.768,0.363
290000,263,2335.78,5887.55,137.925,0.356
291000,265,2380.3,5899.53,122.78,0.378
292000,269,2414.27,5931.7,122.78,0.351
293000,269,2398.89,5947.91,134.997,0.329
294000,268,2401.26,5970.5,137.494,0.362
295000,276,2469.41,5990.96,137.494,0.35
296000,275,2449.2,6002.07,139.224,0.356
297000,276,2461.79,6040.71,128.103,0.347
298000,269,2413.97,6044.32,117.406,0.368
299000,272,2413.84,6050.66,141.306,0.373
300000,275,2446.38,6084.67,135.532,0.35
301000,273,2432.75,6088.36,133.126,0.347
302000,280,2493,6128.66,134.451,0.359
303000,278,2437.58,6120.15,160.744,0.349
304000,278,2456.39,6146.04,142.736,0.365
305000,273,2414.98,6133.5,140.105,0.342
306000,276,2441.65,6129.56,146.945,0.38
307000,279,2471.3,6128.93,146.945,0.342
308000,277,2471.89,6143.32,130.633,0.326
309000,280,2501.97,6164.28,135.948,0.344
310000,279,2498.66,6178.32,135.948,0.345
311000,277,2491.52,6201.48,134.586,0.348
312000,281,2511.07,6240.92,151.147,0.371
313000,278,2495.06,6243.9,134.403,0.354
314000,277,2487.55,6257.93,133.834,0.376
315000,274,2465.59,6267.67,134.339,0.357
316000,273,2462.88,6275.53,129.96,0.387
317000,274,2467.48,6278.42,142.505,0.363
318000,285,2561.61,6280.27,147.928,0.346
319000,292,2622.05,6271.83,147.928,0.372
320000,288,2587.08,6281.44,149.541,0.386
321000,294,2649.06,6295.87,146.526,0.379
322000,291,2615.17,6302.02,146.526,0.328
323000,292,2615.29,6340.74,148.391,0.38
324000,288,2567.27,6330.89,149.446,0.364
325000,285,2538.6,6345.52,149.446,0.353
326000,282,2526.07,6383.28,140.904,0.36
327000,290,2587.48,6407.74,151.066,0.381
328000,292,2606.99,6411.25,149.118,0.325
329000,284,2548.5,6423.36,137.84,0.359
330000,287,2569.46,6442.93,142.083,0.361
331000,289,2593.2,6454.64,142.083,0.346
332000,290,2586.84,6484.46,157.575,0.366
333000,284,2526.87,6487.83,157.575,0.324
334000,291,2583.64,6504.83,163.954,0.378
335000,291,2612.16,6508.08,143.773,0.363
336000,297,2669.2,6505.42,148.777,0.36
337000,297,2650.53,6512.99,159.594,0.362
338000,294,2590.28,6535.45,189.335,0.357
339000,299,2676.91,6560.46,152.743,0.347
340000,306,2749.86,6577.47,155.188,0.352
341000,308,2765.92,6579.6,155.188,0.352
342000,302,2724.61,6564.53,143.507,0.355
343000,297,2675.48,6574.55,143.507,0.34
344000,302,2712.13,6590.27,158.659,0.361
345000,306,2750.84,6594.24,151.689,0.367
346000,300,2691.33,6593.61,150.539,0.378
347000,297,2663.68,6610.86,149.556,0.357
348000,300,2702.23,6620.93,140.718,0.367
349000,300,2689.36,6650.89,147.566,0.348
350000,306,2744.1,6644.35,151.164,0.343
351000,314,2829.94,6681.66,141.747,0.354
352000,317,2848.7,6697.07,153.873,0.335
353000,324,2916.53,6691.9,153.873,0.352
354000,324,2904.9,6708.81,153.873,0.356
355000,322,2881.18,6736.27,153.873,0.351
356000,322,2890.16,6788.94,146.218,0.356
357000,326,2910.33,6802.86,162.588,0.33
358000,334,2987.04,6819.43,162.588,0.358
359000,337,3008.12,6843.21,162.588,0.326
360000,333,2971.41,6856.24,159.315,0.354
361000,334,2975.05,6866.33,159.315,0.344
362000,331,2947.17,6894.42,158.67,0.342
363000,327,2907.64,6885.27,153.476,0.33
364000,323,2833.38,6914.01,177.238,0.353
365000,326,2857.03,6944.52,177.238,0.322
366000,324,2855.17,6961.83,160.867,0.366
367000,326,2874.43,6979.62,166.88,0.344
368000,327,2882.86,7007.33,166.079,0.345
369000,326,2883.38,7016.68,158.443,0.335
370000,326,2870.83,7055.87,164.503,0.359
371000,317,2792.65,7070.05,164.503,0.343
372000,318,2796.04,7101.46,164.503,0.341
373000,322,2830.51,7106.09,171.429,0.352
374000,316,2798.12,7115.36,149.624,0.374
375000,314,2785.96,7124.96,139.45,0.341
376000,308,2720.89,7150.74,150.061,0.347
377000,310,2740.76,7164.45,150.061,0.356
378000,299,2644.36,7186.77,150.061,0.336
379000,295,2608.49,7222.34,158.109,0.369
380000,286,2550.74,7239.62,145.937,0.361
381000,281,2507.88,7248.5,136.041,0.36
382000,280,2490.96,7253.22,165.576,0.358
383000,275,2470.14,7243.42,134.547,0.359
384000,279,2493.79,7275.94,147.979,0.359
385000,286,2554.08,7304.24,147.979,0.365
386000,285,2543.14,7320.52,147.867,0.353
387000,283,2538.08,7356.99,132.689,0.345
388000,288,2565.82,7395.49,146.539,0.348
389000,290,2595.78,7391.99,139.303,0.333
390000,292,2617.1,7411.03,139.303,0.364
391000,291,2608.48,7407.14,132.026,0.369
392000,289,2580.4,7411.41,140.402,0.355
393000,290,2577.93,7414.19,151.085,0.33
394000,288,2553.15,7407.59,157.988,0.363
395000,293,2606.33,7403.19,153.055,0.325
396000,293,2612.19,7437.63,141.009,0.375
397000,302,2711.82,7446.73,128.492,0.341
398000,306,2725.35,7444.82,151.811,0.356
399000,304,2717.74,7452.5,149.142,0.349
400000,301,2696.61,7489.91,143.333,0.32
401000,306,2741.69,7504.75,143.333,0.326
402000,314,2803.84,7522.56,154.243,0.354
403000,318,2839.36,7560.96,163.527,0.35
404000,309,2757.84,7565.67,150.648,0.32
405000,304,2717.41,7579.83,150.648,0.326
406000,305,2731.28,7592.69,147.942,0.345
407000,302,2703.08,7602.19,147.942,0.345
408000,296,2646.42,7599.07,146.557,0.341
409000,296,2646.72,7582.42,144.19,0.345
410000,291,2582.95,7605.59,159.432,0.357
411000,289,2558.99,7601.15,159.432,0.345
412000,290,2605.25,7617.04,129.481,0.352
413000,290,2587,7624.75,146.855,0.365
414000,296,2651.56,7651.19,146.706,0.329
415000,298,2673.89,7680.21,146.706,0.333
416000,300,2683.04,7690.77,151.542,0.363
417000,302,2699.43,7712.68,151.542,0.316
418000,299,2674.64,7725.51,151.542,0.38
419000,297,2651.63,7736.9,151.542,0.341
420000,296,2653.12,7742.16,140.653,0.332
421000,296,2636.98,7762.49,155.278,0.357
422000,297,2656.02,7814.79,155.974,0.334
423000,307,2746.58,7832.01,156.041,0.325
424000,310,2758.91,7866.65,156.041,0.342
425000,320,2835.13,7868.85,171.247,0.317
426000,327,2896.69,7886,171.247,0.34
427000,335,2970.67,7936.86,171.247,0.351
428000,340,3010.37,7933.4,171.247,0.332
429000,341,3029.97,7940.39,166.322,0.337
430000,337,2986.37,7948.27,172.104,0.343
431000,341,3026.5,7981.01,172.104,0.348
432000,338,2998.05,8005.05,176.851,0.346
433000,337,2987.73,8023.62,176.851,0.32
434000,338,2994.97,8013.08,175.709,0.34
435000,336,3001.89,8027.97,152.638,0.326
436000,337,2977.51,8017.89,179.251,0.318
437000,336,2977.28,8039.16,173.863,0.347
438000,339,3022.17,8036.83,156.686,0.327
439000,334,2961.64,8052.53,172.2,0.359
440000,331,2938.19,8056.85,171.456,0.359
441000,324,2868.39,8087.92,175.58,0.331
442000,323,2903.64,8089.21,139.969,0.343
443000,320,2874.09,8051.12,139.969,0.322
444000,314,2815.41,8054.36,158.523,0.352
445000,308,2756.92,8081.25,158.523,0.327
446000,305,2732.54,8108.75,155.723,0.32
447000,304,2707.44,8119.91,168.157,0.338
448000,297,2668.15,8121.3,129.954,0.338
449000,296,2666.23,8122.27,126.199,0.352
450000,294,2630.9,8146.4,140.844,0.34
451000,292,2602.69,8176.67,156.817,0.335
452000,292,2626.9,8194.67,137.549,0.32
453000,293,2627.15,8198.26,152.524,0.355
454000,298,2684.74,8194.12,139.827,0.337
455000,304,2711.47,8227.29,168.3,0.324
456000,306,2727.87,8230.63,168.3,0.338
457000,304,2712.25,8227.12,160.8,0.333
458000,306,2733.02,8231.88,159.726,0.331
459000,309,2752.17,8235.46,158.943,0.308
460000,309,2763.06,8245.17,157.275,0.31
461000,304,2728.53,8243.28,146.674,0.311
462000,300,2680.31,8261.38,163.169,0.319
463000,295,2643.02,8277.31,149.649,0.33
464000,299,2684.48,8347.24,143.301,0.314
465000,301,2702.23,8386.25,143.301,0.31
466000,299,2677.64,8417.27,148.673,0.294
467000,311,2760.66,8425.06,164.56,0.315
468000,320,2845.09,8433.36,164.56,0.312
469000,315,2786.17,8456.59,180.269,0.32
470000,317,2822.81,8490.6,156.571,0.326
471000,318,2821.93,8500.03,172.037,0.319
472000,323,2868.53,8531.08,172.037,0.314
473000,322,2866.8,8556.31,169.135,0.298
474000,321,2875.76,8572.95,154.53,0.314
475000,326,2916.43,8564.77,158.764,0.31
476000,316,2822.68,8586.25,158.188,0.298
477000,321,2852.39,8591.13,171.24,0.328
478000,317,2805.6,8584.95,173.416,0.321
479000,317,2808.33,8598.44,174.977,0.327
480000,304,2713.97,8596.67,155.13,0.326
481000,303,2700.79,8637.55,157.929,0.32
482000,313,2787.11,8663.85,162.773,0.3
483000,306,2723.14,8687.16,155.917,0.305
484000,305,2712.94,8706.89,161.011,0.339
485000,309,2749.9,8717.19,161.011,0.372
486000,312,2779.78,8707.47,161.011,0.32
487000,307,2743.01,8746.61,150.758,0.311
488000,305,2723.71,8777.21,150.758,0.311
489000,298,2660.6,8785.38,146.588,0.316
490000,305,2728.06,8790.64,149.84,0.336
491000,308,2749.24,8801.61,149.188,0.296
492000,300,2687.65,8769.43,149.188,0.312
493000,300,2685.84,8772.08,145.467,0.316
494000,298,2651.53,8792.77,155.943,0.308
495000,304,2718.79,8820.06,144.756,0.318
496000,304,2718.8,8828.61,142.998,0.307
497000,302,2694.36,8846.65,151.247,0.324
498000,304,2704.87,8860.58,153.239,0.317
499000,304,2700.11,8852.55,163.634,0.295
500000,303,2708.61,8876.29,145.74,0.33
501000,305,2735.76,8888.98,139.053,0.322
502000,306,2730.31,8921.81,151.821,0.317
503000,313,2772.84,8934.92,176.653,0.315
504000,317,2843.18,8950.91,143.021,0.321
505000,320,2844.81,8972.41,165.209,0.312
506000,317,2828.77,8953.4,151.606,0.319
507000,315,2810.03,8963.36,160.166,0.32
508000,320,2878.24,8972.29,145.713,0.291
509000,320,2865.09,8983.82,159.46,0.319
510000,317,2833.18,8981.67,160.439,0.321
511000,319,2853.24,9002.12,163.084,0.304
512000,315,2816.55,9000.79,153.874,0.314
513000,317,2840.38,9024,147.084,0.325
514000,315,2811.49,9045.1,158.322,0.309
515000,318,2845.34,9044.1,157.655,0.33
516000,327,2929.15,9041.92,157.858,0.327
517000,320,2867.75,9041.28,147.707,0.338
518000,321,2857.73,9039.86,169.607,0.287
519000,315,2819.67,9049.67,157.225,0.32
520000,314,2817.6,9049.74,158.785,0.308
521000,310,2799.45,9056.28,153.489,0.313
522000,311,2805.39,9071.46,153.489,0.304
523000,309,2784.56,9104.92,158.7,0.295
524000,309,2776.38,9135.02,165.447,0.306
525000,305,2747.39,9151.79,153.463,0.299
526000,302,2730,9172.29,141.792,0.299
527000,298,2686.84,9158.26,149.68,0.312
528000,298,2676.54,9153.49,151.274,0.336
529000,291,2605.25,9151.03,158.638,0.324
530000,288,2596.69,9188.53,136.903,0.306
531000,288,2570.63,9221.28,152.841,0.321
532000,281,2494.19,9239.03,152.711,0.295
533000,278,2475.12,9262.93,145.96,0.321
534000,276,2469.52,9260.34,133.673,0.295
535000,273,2442.06,9272.53,133.673,0.315
536000,267,2384.02,9284.04,133.673,0.321
537000,264,2372.09,9272.91,118.863,0.305
538000,255,2292.79,9278.34,122.254,0.311
539000,258,2295.39,9286.08,147.564,0.346
540000,270,2419.43,9317.08,139.454,0.321
541000,261,2345.54,9332.74,126.888,0.315
542000,269,2416.49,9355.79,129.158,0.298
543000,269,2423.75,9357.79,129.158,0.311
544000,268,2406.18,9367.34,133.289,0.316
545000,267,2391.11,9379.58,135.743,0.324
546000,268,2393.44,9383.16,135.743,0.34
547000,263,2349.1,9385.36,138.161,0.334
548000,269,2413.66,9360.64,125.08,0.326
549000,271,2415.85,9386.83,144.008,0.315
550000,271,2432.23,9394.24,137.946,0.313
551000,274,2466.52,9409.76,130.135,0.315
552000,273,2451.93,9403.15,139.064,0.309
553000,274,2475.79,9413.29,127.863,0.32
554000,272,2451.95,9401.39,130.765,0.313
555000,264,2379.96,9408,126.708,0.324
556000,268,2411.91,9407.23,135.3,0.31
557000,273,2466,9404.9,135.3,0.306
558000,272,2455.36,9402.13,135.3,0.322
559000,269,2437.5,9416.13,127.816,0.31
560000,267,2416.81,9428.53,132.776,0.31
561000,266,2399.1,9422.63,132.776,0.328
562000,269,2424.31,9433.47,137.774,0.322
563000,274,2461.21,9442.74,146.838,0.303
564000,281,2528.55,9448.61,147.302,0.328
565000,279,2510.84,9477.74,147.302,0.329
566000,278,2493.08,9475.36,155.876,0.301
567000,274,2472.02,9472.42,136.187,0.32
568000,281,2537.43,9485.17,136.187,0.294
569000,281,2522.29,9476.54,148.295,0.311
570000,282,2533.84,9486.36,143.341,0.292
571000,272,2446.25,9492.99,140.572,0.317
572000,273,2457.4,9517.47,140.572,0.316
573000,279,2516.17,9553.09,140.572,0.312
574000,272,2448.94,9573.01,140.572,0.316
575000,265,2382.53,9569.31,142.76,0.304
576000,270,2453.25,9567.37,123.177,0.331
577000,266,2412.26,9569.31,123.177,0.282
578000,263,2370.39,9568.79,139.652,0.298
579000,264,2374.45,9574.38,145.151,0.314
580000,262,2350.18,9595.33,143.326,0.314
581000,263,2368.1,9606.66,131.906,0.317
582000,257,2319.44,9606.1,122.054,0.324
583000,257,2290.42,9632.75,140.141,0.327
584000,253,2253.8,9624.38,138.848,0.301
585000,263,2362.11,9640.08,123.901,0.307
586000,267,2389.2,9650.41,131.69,0.329
587000,268,2402.61,9657.95,130.2,0.321
588000,264,2367.93,9687.33,127.07,0.309
589000,267,2392.26,9699.07,134.551,0.29
590000,267,2387.29,9711.72,137.495,0.294
591000,272,2429.16,9727.92,137.495,0.308
592000,278,2479.98,9740.49,137.495,0.304
593000,281,2502.92,9747.95,137.495,0.302
594000,288,2584.02,9769.36,137.495,0.306
595000,285,2551.23,9788.75,141.804,0.316
596000,288,2580.14,9802.08,141.804,0.298
597000,292,2611.89,9826.65,149.927,0.316
598000,293,2611.2,9813.4,158.759,0.293
599000,292,2613.56,9832.4,142.963,0.3
600000,289,2586.31,9835.1,142.963,0.314
601000,295,2636.32,9854.07,152.037,0.279
602000,295,2650.77,9859.74,150.577,0.306
603000,295,2644.24,9864.56,153.29,0.314
