inertia,OMI,Tol,Rtol,omi,tol,rtol
Delomys.collinus,2.13707237294043,0.915434328984093,0.12337075054008,1.09826729341625,42.8,5.8,51.4
Delomys.sublineatus,3.13316626543939,0.419993200194671,0.379471126595195,2.33370193864952,13.4,12.1,74.5
Abrawayaomys.ruschii,2.93318823538366,0.737835469775562,0.54234456402541,1.65300820158269,25.2,18.5,56.4
Cerradomys.scotti,2.20119662644013,0.974796595662331,0.293748767922714,0.932651262855086,44.3,13.3,42.4
Cerradomys.maracajuensis,2.03869553855067,1.14969368181306,0.30121743738734,0.587784419350274,56.4,14.8,28.8
Deltamys.kempi,5.77417121409236,3.64120877322367,0.297524321119469,1.83543811974923,63.1,5.2,31.8
Thalpomys.lasiotis,3.36343400559627,2.8158983222227,0.0351381163560195,0.512397567017544,83.7,1,15.2
Wiedomys.pyrrhorhinos,5.66944443161807,2.72902309132053,0.556747629952086,2.38367371034545,48.1,9.8,42
Rhagomys.rufescens,3.09455891720138,0.319179101460443,0.430352877425693,2.34502693831524,10.3,13.9,75.8
Bibimys.chacoensis,6.18451052981405,5.74291686004181,0.013432603376471,0.428161066395768,92.9,0.2,6.9
Oligoryzomys.delticola,6.36565266961465,5.82125132628864,0.0306112441655791,0.513790099160424,91.4,0.5,8.1
Oligoryzomys.rupestris,4.83989622390416,3.73462420767987,0.269655882453834,0.835616133770449,77.2,5.6,17.3
Oligoryzomys.stramineus,6.5271542657336,3.88468471610052,0.167670728883124,2.47479882074995,59.5,2.6,37.9
Oligoryzomys.nigripes,4,1.67546875278688e-33,1.11845632955057,2.88154367044943,0,28,72
Reithrodon.typicus,6.22261449812317,3.82609892805204,0.288648977844966,2.10786659222616,61.5,4.6,33.9
Graomys.chacoensis,1.18440555566849,0.880948801620145,0.0442825692650727,0.259174184783275,74.4,3.7,21.9
Wilfredomys.oenax,4.24052392390409,1.73547877468708,0.985800306277474,1.51924484293954,40.9,23.2,35.8
Oecomys.trinitatis,4.05790798199801,0.774599182610963,0.932928719768677,2.35038007961837,19.1,23,57.9
Oecomys.cleberi,2.33518935916092,1.55530065223504,0.30662771051477,0.473260996411106,66.6,13.1,20.3
Oxymycterus.dasytrichus,3.61463093611993,0.940908699898526,0.657154907720428,2.01656732850098,26,18.2,55.8
Oxymycterus.caparoae,2.2188821712936,0.867630813334128,0.154377912938649,1.19687344502082,39.1,7,53.9
Akodon.paranaensis,5.03755118840321,2.83972886777651,0.857389985468466,1.34043233515824,56.4,17,26.6
Akodon.sanctipaulensis,3.27718323678209,1.28972649718957,0.856541976678956,1.13091476291357,39.4,26.1,34.5
Akodon.mystax,3.15002054650394,2.0339569032172,0.108362068460086,1.00770157482665,64.6,3.4,32
Akodon.lindberghi,2.10622059047497,1.43170120973711,0.0974813543504347,0.577038026387426,68,4.6,27.4
Akodon.philipmyersi,6.76985145314703,6.76985145314703,0,0,100,0,0
Brucepattersonius.soricinus,2.92524521115552,0.890461289839097,0.633636323889186,1.40114759742724,30.4,21.7,47.9
Brucepattersonius.misionensis,5.89073780036805,5.49963142515303,0.0760872265627017,0.315019148652324,93.4,1.3,5.3
Brucepattersonius.guarani,5.88418511944401,5.42406010416375,0.0574961765653079,0.402628838714949,92.2,1,6.8
Brucepattersonius.igniventris,2.34763672316051,1.05934344986491,0.512966551200231,0.775326722095374,45.1,21.9,33
Brucepattersonius.paradisus,6.04119346813208,5.59332467506964,0.0628341254649412,0.3850346675975,92.6,1,6.4
Phaenomys.ferrugineus,2.6169810427086,0.630056669914977,0.191497556100965,1.79542681669265,24.1,7.3,68.6
Tayassu.pecari,4,1.67546875278688e-33,1.11845632955057,2.88154367044943,0,28,72
Tapirus.terrestris,4,1.67546875278688e-33,1.11845632955057,2.88154367044943,0,28,72
Sylvilagus.brasiliensis,10.5430439621509,9.35617373020926,0.649815111163148,0.537055120778469,88.7,6.2,5.1
Conepatus.chinga,3.64854822347733,0.976786383185709,1.54623024373002,1.12553159656161,26.8,42.4,30.8
Conepatus.semistriatus,7.97521126906793,6.23765170128031,0.429974821660919,1.3075847461267,78.2,5.4,16.4
Galictis.cuja,4,1.67546875278688e-33,1.11845632955057,2.88154367044943,0,28,72
Galictis.vittata,7.55361084127324,5.33658377247676,0.320251480405442,1.89677558839104,70.6,4.2,25.1
Eira.barbara,3.78050235919311,0.0163597370493278,1.70462359999474,2.05951902214904,0.4,45.1,54.5
Potos.flavus,3.90184356408631,1.38392852893723,0.485034487363063,2.03288054778601,35.5,12.4,52.1
Nasua.nasua,3.4990097214038,0.259203801244495,1.55036390524988,1.68944201490942,7.4,44.3,48.3
Procyon.cancrivorus,4,1.67546875278688e-33,1.11845632955057,2.88154367044943,0,28,72
Drymoreomys.albimaculatus,2.97832680197507,0.784433570172439,0.815947357453184,1.37794587434945,26.3,27.4,46.3
Bradypus.torquatus,5.58862531997058,3.33212388320212,0.93999462731759,1.31650680945087,59.6,16.8,23.6
Bradypus.variegatus,3.71047925079487,1.21829994767838,0.543422962780333,1.94875634033616,32.8,14.6,52.5
Cabassous.tatouay,3.69088249989423,0.0417070609923156,1.41434455899326,2.23483087990866,1.1,38.3,60.6
Cabassous.unicinctus,2.34825366240688,0.400324063138808,0.672669906573546,1.27525969269452,17,28.6,54.3
Cyclopes.didactylus,8.46868541819,6.99127439415547,0.620431368056557,0.856979655977967,82.6,7.3,10.1
Dasypus.hybridus,6.38510913484698,5.13142596593457,0.276001487058642,0.977681681853773,80.4,4.3,15.3
Dasypus.novemcinctus,4,1.67546875278688e-33,1.11845632955057,2.88154367044943,0,28,72
Dasypus.septemcinctus,3.67043078022081,0.0487058985746911,1.03088799411759,2.59083688752853,1.3,28.1,70.6
Euphractus.sexcinctus,4,1.67546875278688e-33,1.11845632955057,2.88154367044943,0,28,72
Myrmecophaga.tridactyla,3.62068959425537,0.0836877367985063,1.00054808427773,2.53645377317914,2.3,27.6,70.1
Priodontes.maximus,2.9111308762691,1.15981308693343,0.622723579366307,1.12859420996936,39.8,21.4,38.8
Tamandua.tetradactyla,4,1.67546875278688e-33,1.11845632955057,2.88154367044943,0,28,72
Tolypeutes.tricinctus,7.83203904628396,6.03924567079862,0.410851159081252,1.38194221640409,77.1,5.2,17.6
Abrawayaomys.chebezi,4.72202271766377,4.03984119128396,0.248540753135756,0.433640773244054,85.6,5.3,9.2
Phyllomys.sulinus,3.6099336919857,0.947315613697,1.60655402928841,1.05606404900029,26.2,44.5,29.3
Rhipidomys.itoan,2.37549330792155,0.534481654099313,0.525757852119447,1.31525380170279,22.5,22.1,55.4
Rhipidomys.tribei,3.09084533786883,1.36621731194006,0.177676395866594,1.54695163006218,44.2,5.7,50
Herpailurus.yagouaroundi,4,1.67546875278688e-33,1.11845632955057,2.88154367044943,0,28,72
Leopardus.tigrinus,5.88526694468812,3.47081070583507,0.194122524052125,2.22033371480093,59,3.3,37.7
Leopardus.wiedii,3.81228260329962,0.0127787219161433,1.94096168653575,1.85854219484773,0.3,50.9,48.8
Leopardus.geoffroyi,6.29313066027226,5.65998609237173,0.0134375297629124,0.619707038137619,89.9,0.2,9.8
Leopardus.guttulus,3.64077531539152,0.0829539723874197,1.9488444955335,1.6089768474706,2.3,53.5,44.2
Sapajus.cay,1.45905710135048,0.931339689693669,0.0382589299838909,0.489458481672917,63.8,2.6,33.5
Sapajus.flavius,7.21298211437907,5.37484037904305,0.68147112666362,1.1566706086724,74.5,9.4,16
Sapajus.libidinosus,3.54862022503901,2.31193527535022,0.196522893629475,1.04016205605932,65.2,5.5,29.3
Sapajus.nigritus,3.56005338123123,0.322578896442633,1.7359628494124,1.50151163537619,9.1,48.8,42.2
Sapajus.robustus,4.513597310499,2.55620674986005,0.166250406856886,1.79114015378206,56.6,3.7,39.7
Sapajus.xanthosternos,6.44680010922841,3.68536292099376,0.192310462865299,2.56912672536935,57.2,3,39.9
Cerdocyon.thous,4,1.67546875278688e-33,1.11845632955057,2.88154367044943,0,28,72
Lycalopex.gymnocercus,5.85973698279268,4.02981043065051,0.516634677468888,1.31329187467329,68.8,8.8,22.4
Lycalopex.vetulus,2.21637697932897,1.26641561935113,0.217701549794429,0.732259810183403,57.1,9.8,33
Chrysocyon.brachyurus,3.48706251858211,0.0788432737579941,0.866400916650964,2.54181832817315,2.3,24.8,72.9
Dasyprocta.iacki,8.32333455098926,6.36864113816111,0.551502861978608,1.40319055084954,76.5,6.6,16.9
Thrichomys.laurentius,7.00731810612347,4.22104902773964,0.114931091659968,2.67133798672386,60.2,1.6,38.1
Leopardus.colocolo,3.35116668226045,2.95525144130294,0.082310116056523,0.313605124900988,88.2,2.5,9.4
Caluromys.philander,4.10486303157233,1.13121268031541,0.692742854333963,2.28090749692295,27.6,16.9,55.6
Leopardus.pardalis,3.82544595677156,0.00185128629987956,0.852538697694493,2.97105597277719,0,22.3,77.7
Puma.concolor,4,1.67546875278688e-33,1.11845632955057,2.88154367044943,0,28,72
Monodelphis.scalops,3.67162933259605,0.586026890166819,1.4801634297097,1.60543901271953,16,40.3,43.7
Akodon.azarae,6.35844479208136,6.16657077889897,0.024529494479723,0.167344518702668,97,0.4,2.6
Akodon.cursor,4.01435844366915,0.947339659325356,0.774753536656756,2.29226524768704,23.6,19.3,57.1
Akodon.serrensis,3.74217319782338,1.04544630773487,1.52823931355233,1.16848757653617,27.9,40.8,31.2
Bibimys.labiosus,3.27865469007681,0.800478252033346,0.860422517550461,1.617753920493,24.4,26.2,49.3
Blarinomys.breviceps,3.54147915554713,0.148111218361411,0.541645146971683,2.85172279021404,4.2,15.3,80.5
Necromys.temchuki,6.18451052981405,5.74291686004181,0.013432603376471,0.428161066395768,92.9,0.2,6.9
Calomys.callosus,4.17820016736588,1.5701183303287,0.655847377216458,1.95223445982073,37.6,15.7,46.7
Calomys.laucha,6.75662686036233,5.8536221070005,0.14511845838293,0.757886294978894,86.6,2.1,11.2
Calomys.tener,2.54414320001698,0.407971631412951,0.854809502769432,1.28136206583459,16,33.6,50.4
Ctenomys.torquatus,6.51033617868346,6.39394940360754,0.0255088712744702,0.0908779038014492,98.2,0.4,1.4
Delomys.dorsalis,4.57179097572131,2.0291001370254,1.30545806503163,1.23723277366429,44.4,28.6,27.1
Holochilus.brasiliensis,3.99365753481121,0.0397290654419922,2.1385710596832,1.81535740968603,1,53.5,45.5
Lundomys.molitor,6.85790963705107,6.81921286544101,0.0113389192420029,0.0273578523680572,99.4,0.2,0.4
Holochilus.sciureus,6.44526439362019,3.93539414592231,0.563776193098222,1.94609405459966,61.1,8.7,30.2
Nectomys.rattus,8.80439482482309,6.8126728698709,0.352637186108066,1.63908476884413,77.4,4,18.6
Nectomys.squamipes,3.99529462675419,3.24503844668421e-05,2.0477573124167,1.94750486395302,0,51.3,48.7
Oecomys.bicolor,3.10626053057367,2.75277073526844,0.0974472455985272,0.256042549706705,88.6,3.1,8.2
Oligoryzomys.eliurus,3.53302961876903,0.202079022036781,1.61697020862509,1.71398038810716,5.7,45.8,48.5
Oligoryzomys.flavescens,3.78212101555941,0.0659856240022245,2.02801612611751,1.68811926543968,1.7,53.6,44.6
Cerradomys.subflavus,4.33337876451265,1.71330329890666,0.408646765820192,2.2114286997858,39.5,9.4,51
Oxymycterus.angularis,8.15726767197081,6.37734339653882,0.509440137291589,1.27048413814041,78.2,6.2,15.6
Oxymycterus.delator,1.49767057609664,0.575522742860148,0.45631218941738,0.465835643819109,38.4,30.5,31.1
Oxymycterus.hispidus,3.48921209427496,0.249309433059905,0.855819236888298,2.38408342432676,7.1,24.5,68.3
Brucepattersonius.iheringi,6.52053956634424,5.26586130239581,0.285867803636759,0.96881046031167,80.8,4.4,14.9
Oxymycterus.nasutus,4.98422183934863,3.41068145074948,0.575776007971542,0.997764380627606,68.4,11.6,20
Oxymycterus.roberti,3.3056511033465,1.7486794026292,0.20035016465473,1.35662153606257,52.9,6.1,41
Oxymycterus.rufus,6.76985145314703,6.76985145314703,0,0,100,0,0
Pseudoryzomys.simplex,2.66355228903244,0.970677231931633,0.499156060397128,1.19371899670368,36.4,18.7,44.8
Rhipidomys.mastacalis,3.82668416225158,1.04233326562124,0.700217285790904,2.08413361083943,27.2,18.3,54.5
Juliomys.pictipes,3.39199399809229,0.68592657813436,1.1984351668147,1.50763225314324,20.2,35.3,44.4
Hylaeamys.megacephalus,1.89805183738058,0.272797798912347,0.448171242559043,1.17708279590919,14.4,23.6,62
Euryoryzomys.russatus,3.5325898679646,0.171570500347025,1.98351321507276,1.37750615254481,4.9,56.1,39
Sooretamys.angouya,3.76569669319443,0.304857738367711,1.88262069791686,1.57821825690986,8.1,50,41.9
Akodon.montensis,3.47815771400163,0.614284014767609,1.5109697506251,1.35290394860892,17.7,43.4,38.9
Oecomys.catherinae,3.93046405844898,0.271904078966962,1.46882499360177,2.18973498588024,6.9,37.4,55.7
Rhipidomys.macrurus,3.91354349434407,2.61795778105475,0.21612774882992,1.0794579644594,66.9,5.5,27.6
Oxymycterus.quaestor,3.19000988575548,0.470734522482256,1.44575647705509,1.27351888621814,14.8,45.3,39.9
Calomys.expulsus,4.8049925126428,3.17972809983587,0.282999431048427,1.3422649817585,66.2,5.9,27.9
Oligoryzomys.fornesi,2.90431580352356,0.818203800646409,0.491932116057424,1.59417988681972,28.2,16.9,54.9
Scapteromys.tumidus,6.33733081967885,5.19681442470265,0.444363593102426,0.696152801873768,82,7,11
Myocastor.coypus,5.83563781620363,4.48746808352455,0.390605992089481,0.957563740589596,76.9,6.7,16.4
Panthera.onca,3.20080685546922,0.242195112039142,0.991330212908976,1.9672815305211,7.6,31,61.5
Brucepattersonius.griserufescens,2.41775660695399,0.956502918930973,0.127485478247456,1.33376820977556,39.6,5.3,55.2
Marmosa.paraguayana,3.63085295190457,0.313678027327432,1.75388974773695,1.56328517684018,8.6,48.3,43.1
Callistomys.pictus,5.9312107570831,4.5912460231549,0.0792705223161166,1.26069421161208,77.4,1.3,21.3
Sylvilagus.tapetillus,2.2961642147646,1.49452927140455,0.363291058068735,0.438343885291315,65.1,15.8,19.1
Monodelphis.americana,3.79622061020909,0.807033905640799,0.872212560083027,2.11697414448527,21.3,23,55.8
Coendou.speratus,6.07879627888073,6.07879627888073,0,0,100,0,0
Callithrix.aurita,2.74745162617734,0.743261338116038,0.293316506979649,1.71087378108166,27.1,10.7,62.3
