inertia,OMI,Tol,Rtol,omi,tol,rtol
Phyllomys.unicolor,1.7993758140704,0.857389455495846,0.507796810561774,0.434189548012782,47.6,28.2,24.1
Phyllomys.thomasi,0.384637934016681,0.384637934016681,0,0,100,0,0
Phyllomys.mantiqueirensis,2.06591128135551,1.93655488608393,0.0293682436308263,0.0999881516407462,93.7,1.4,4.8
Trinomys.moojeni,3.58750449183178,3.55123687836342,0.000722054329003207,0.0355455591393574,99,0,1
Trinomys.albispinus,2.34981717090077,1.71133886957358,0.151995722575861,0.486482578751323,72.8,6.5,20.7
Trinomys.eliasi,0.884573701053927,0.557507190928555,0.198171651675976,0.128894858449396,63,22.4,14.6
Trinomys.mirapitanga,2.58354745830404,2.57154525636825,0.0110247963858793,0.000977405549906912,99.5,0.4,0
Trinomys.gratiosus,1.91714274782628,1.33648776345816,0.169385492406383,0.41126949196174,69.7,8.8,21.5
Trinomys.paratus,1.77594477885926,1.34511357371096,0.178306420310888,0.252524784837419,75.7,10,14.2
Trinomys.setosus,2.39343988808298,1.05432910135509,0.508942395842671,0.830168390885216,44.1,21.3,34.7
Trinomys.dimidiatus,1.67749842138808,0.978927479782215,0.254314735548252,0.444256206057609,58.4,15.2,26.5
Trinomys.iheringi,2.07823656073489,0.712638943228435,0.830486234195242,0.535111383311217,34.3,40,25.7
Chaetomys.subspinosus,1.87447573143775,0.748917065488894,0.169129100795972,0.956429565152887,40,9,51
Coendou.insidiosus,2.05037529065054,0.815947390245771,0.127920326514352,1.10650757389042,39.8,6.2,54
Coendou.spinosus,3.24019001382962,0.350488499134047,2.0329274669405,0.856774047755076,10.8,62.7,26.4
Coendou.prehensilis,3,1.29307926599744e-30,1.01871935780505,1.98128064219495,0,34,66
Sciurus.aestuans,3,1.29307926599744e-30,1.01871935780505,1.98128064219495,0,34,66
Hylaeamys.laticeps,2.28262994507002,1.21259898271264,0.577679267554292,0.492351694803085,53.1,25.3,21.6
Hylaeamys.oniscus,2.33579769863928,2.04768735698303,0.100793235717827,0.187317105938423,87.7,4.3,8
Necromys.lasiurus,2.67669591194162,0.0535122482304829,1.82057483371034,0.802608830000797,2,68,30
Juliomys.rimofrons,2.25383507062049,2.11765594462618,0.0259926662309843,0.110186459763319,94,1.2,4.9
Thaptomys.nigrita,3.15939078887158,0.103456333185752,1.91523642496746,1.14069803071837,3.3,60.6,36.1
Delomys.collinus,1.89929817345322,1.45129647289138,0.118210520628595,0.32979117993324,76.4,6.2,17.4
Delomys.sublineatus,2.03370852992282,0.575723466689711,0.425642056778633,1.03234300645448,28.3,20.9,50.8
Abrawayaomys.ruschii,2.8443929409083,0.973600129545272,1.1536929563549,0.717099855008126,34.2,40.6,25.2
Cerradomys.scotti,2.23146539841184,1.31277319601111,0.41624698042788,0.502445221972853,58.8,18.7,22.5
Cerradomys.maracajuensis,2.31700846897449,1.66445254254063,0.319751098693071,0.332804827740784,71.8,13.8,14.4
Deltamys.kempi,6.44741129200475,6.19695321463127,0.114733534101847,0.135724543271628,96.1,1.8,2.1
Thalpomys.lasiotis,3.88423034494621,3.60198621577152,0.01317948999299,0.269064639181698,92.7,0.3,6.9
Wiedomys.pyrrhorhinos,3.15508562978157,1.69682130672869,0.496242520291756,0.962021802761127,53.8,15.7,30.5
Rhagomys.rufescens,2.31794396418743,0.460421757680802,0.452227604465502,1.40529460204113,19.9,19.5,60.6
Bibimys.chacoensis,4.45189664517386,4.43186358290614,0.00845565328855405,0.0115774089791652,99.6,0.2,0.3
Oligoryzomys.delticola,5.06370071692363,4.89652455541077,0.0597102934975997,0.107465868015269,96.7,1.2,2.1
Oligoryzomys.rupestris,3.80405768096406,3.48655936852679,0.1535276850259,0.163970627411374,91.7,4,4.3
Oligoryzomys.stramineus,3.34786774934462,2.60421672344833,0.235601817169635,0.508049208726663,77.8,7,15.2
Oligoryzomys.nigripes,3,1.29307926599744e-30,1.01871935780505,1.98128064219495,0,34,66
Reithrodon.typicus,5.23428908727193,5.12820420019869,0.0531264929006096,0.0529583941726348,98,1,1
Graomys.chacoensis,0.999949922337024,0.852656646885075,0.0567827736719701,0.0905105017799796,85.3,5.7,9.1
Wilfredomys.oenax,3.51553666562697,2.0136474158873,1.06763342945878,0.434255820280893,57.3,30.4,12.4
Oecomys.trinitatis,2.24811606123578,0.586288604801432,0.985431922338306,0.676395534096044,26.1,43.8,30.1
Oecomys.cleberi,2.70189023295894,2.1513875928861,0.275086931353063,0.275415708719775,79.6,10.2,10.2
Oxymycterus.dasytrichus,1.9389985010537,0.751341998875846,0.630385241016967,0.55727126116089,38.7,32.5,28.7
Oxymycterus.caparoae,1.96568346063447,1.50358405294777,0.120277109700971,0.341822297985731,76.5,6.1,17.4
Akodon.paranaensis,4.64861941994299,2.9484758271884,1.10211851160207,0.598025081152511,63.4,23.7,12.9
Akodon.sanctipaulensis,1.01426932786143,0.703479864930271,0.194994648313788,0.115794814617374,69.4,19.2,11.4
Akodon.mystax,2.71345603773824,2.54570534129345,0.0711206866698084,0.0966300097749803,93.8,2.6,3.6
Akodon.lindberghi,2.32461536457616,2.13676335390125,0.0763858595589133,0.111466151116001,91.9,3.3,4.8
Akodon.philipmyersi,4.07358562539816,4.07358562539816,0,0,100,0,0
Brucepattersonius.soricinus,1.58139917428508,0.579778862264297,0.224969842833938,0.776650469186844,36.7,14.2,49.1
Brucepattersonius.misionensis,5.35939344184219,5.1633980504797,0.100880076246919,0.0951153151155706,96.3,1.9,1.8
Brucepattersonius.guarani,5.16863609546702,4.95231542703127,0.103062052018815,0.113258616416942,95.8,2,2.2
Brucepattersonius.igniventris,1.20277378653943,0.923394596818602,0.230907684025059,0.0484715056957721,76.8,19.2,4
Brucepattersonius.paradisus,5.31494496985497,5.10559036503779,0.103673851677318,0.105680753139855,96.1,2,2
Phaenomys.ferrugineus,1.75462000099757,1.20446151952675,0.20549028366538,0.344668197805442,68.6,11.7,19.6
Tayassu.pecari,3,1.29307926599744e-30,1.01871935780505,1.98128064219495,0,34,66
Tapirus.terrestris,3,1.29307926599744e-30,1.01871935780505,1.98128064219495,0,34,66
Sylvilagus.brasiliensis,2.29423231310651,2.18424270480246,0.0660303258388492,0.0439592824651974,95.2,2.9,1.9
Conepatus.chinga,3.34180549883312,0.748980382941409,2.02344534178524,0.569379774106469,22.4,60.5,17
Conepatus.semistriatus,2.45395610080813,1.91129871253582,0.0678781168679249,0.47477927140438,77.9,2.8,19.3
Galictis.cuja,3,1.29307926599744e-30,1.01871935780505,1.98128064219495,0,34,66
Galictis.vittata,2.30191032608623,1.52126474530164,0.124897487162346,0.655748093622245,66.1,5.4,28.5
Eira.barbara,3.03023218771311,0.00523547067438418,1.53363733733932,1.49135937969941,0.2,50.6,49.2
Potos.flavus,2.45574572435301,1.29813384848078,0.418798648718847,0.738813227153379,52.9,17.1,30.1
Nasua.nasua,3.14697347669024,0.0839120846859415,2.26942826385289,0.793633128151411,2.7,72.1,25.2
Procyon.cancrivorus,3,1.29307926599744e-30,1.01871935780505,1.98128064219495,0,34,66
Drymoreomys.albimaculatus,2.02979513487133,0.783229884210509,0.361632574567237,0.884932676093585,38.6,17.8,43.6
Bradypus.torquatus,1.90908738405184,0.697595975869915,0.236011878362244,0.975479529819681,36.5,12.4,51.1
Bradypus.variegatus,2.33113072052224,1.16976626296464,0.443803577625885,0.717560879931721,50.2,19,30.8
Cabassous.tatouay,3.05676401157892,0.0119216920126395,1.10279462237129,1.942047697195,0.4,36.1,63.5
Cabassous.unicinctus,1.99440433651187,0.758871130828982,0.554453000035988,0.6810802056469,38.1,27.8,34.1
Cyclopes.didactylus,2.13169958844808,1.97635538072088,0.0879521672449529,0.0673920404822459,92.7,4.1,3.2
Dasypus.hybridus,6.23656321816041,5.61285292494978,0.154918959339201,0.468791333871426,90,2.5,7.5
Dasypus.novemcinctus,3,1.29307926599744e-30,1.01871935780505,1.98128064219495,0,34,66
Dasypus.septemcinctus,3.04414549771348,0.00960772487761993,0.578868257020107,2.45566951581575,0.3,19,80.7
Euphractus.sexcinctus,3,1.29307926599744e-30,1.01871935780505,1.98128064219495,0,34,66
Myrmecophaga.tridactyla,3.1377056704634,0.0143023915915374,1.10274121093786,2.020662067934,0.5,35.1,64.4
Priodontes.maximus,2.59363373395004,1.5789439851444,0.437363719501066,0.577326029304572,60.9,16.9,22.3
Tamandua.tetradactyla,3,1.29307926599744e-30,1.01871935780505,1.98128064219495,0,34,66
Tolypeutes.tricinctus,2.31288054387768,1.99454615086304,0.0975342591237902,0.220800133890846,86.2,4.2,9.5
Abrawayaomys.chebezi,3.76409180599518,3.59085854873411,0.0740443907354686,0.0991888665256032,95.4,2,2.6
Phyllomys.sulinus,3.33644038804153,0.744153425647666,2.11638743118139,0.475899531212475,22.3,63.4,14.3
Rhipidomys.itoan,1.27548015089944,0.644508487379924,0.287741831725943,0.343229831793574,50.5,22.6,26.9
Rhipidomys.tribei,2.54179118323039,2.1649677250552,0.194081563716485,0.182741894458708,85.2,7.6,7.2
Herpailurus.yagouaroundi,3,1.29307926599744e-30,1.01871935780505,1.98128064219495,0,34,66
Leopardus.tigrinus,2.55136879718817,1.34060251877871,0.291655448779058,0.919110829630398,52.5,11.4,36
Leopardus.wiedii,3.00837305797137,0.0049892744485651,2.0278007507164,0.975583032806397,0.2,67.4,32.4
Leopardus.geoffroyi,5.35469579126028,5.25534337353676,0.0428978396048448,0.0564545781186695,98.1,0.8,1.1
Leopardus.guttulus,3.02704953284642,0.034380049859447,2.33351498204024,0.659154500946737,1.1,77.1,21.8
Sapajus.cay,1.25842330953578,0.805168973947012,0.0261770432233146,0.427077292365449,64,2.1,33.9
Sapajus.flavius,2.05030657977458,1.36438017296013,0.087721219580308,0.598205187234147,66.5,4.3,29.2
Sapajus.libidinosus,3.08111733002388,2.70001799609668,0.177430298016083,0.203669035911124,87.6,5.8,6.6
Sapajus.nigritus,3.15801006364773,0.148802041438468,2.22573479083549,0.783473231373772,4.7,70.5,24.8
Sapajus.robustus,2.47919234000348,1.33922051479624,0.486473764222495,0.653498060984744,54,19.6,26.4
Sapajus.xanthosternos,2.63222726050061,0.842595461295942,0.233747676996116,1.55588412220855,32,8.9,59.1
Cerdocyon.thous,3,1.29307926599744e-30,1.01871935780505,1.98128064219495,0,34,66
Lycalopex.gymnocercus,5.63723586090125,4.95143913687139,0.33833579565339,0.347460928376477,87.8,6,6.2
Lycalopex.vetulus,2.58917032128631,1.92208037071624,0.152550126954382,0.514539823615688,74.2,5.9,19.9
Chrysocyon.brachyurus,3.0498957167666,0.0177976740629353,0.510199205324467,2.5218988373792,0.6,16.7,82.7
Dasyprocta.iacki,2.27439416623471,1.97911521878359,0.130815356734383,0.164463590716732,87,5.8,7.2
Thrichomys.laurentius,3.1136666091525,2.02567266104691,0.216365627871009,0.871628320234574,65.1,6.9,28
Leopardus.colocolo,3.59212204828769,3.4278615497569,0.0564671168838798,0.107793381646912,95.4,1.6,3
Caluromys.philander,2.20516210999635,0.925374364752704,0.602185510305416,0.677602234938231,42,27.3,30.7
Leopardus.pardalis,2.98055054425053,0.000421988575296072,0.638220230442175,2.34190832523306,0,21.4,78.6
Puma.concolor,3,1.29307926599744e-30,1.01871935780505,1.98128064219495,0,34,66
Monodelphis.scalops,3.0013302794828,0.468221591713334,1.21402577862092,1.31908290914855,15.6,40.4,43.9
Akodon.azarae,5.46859739708137,5.30338748244959,0.0635138666003906,0.101696048031382,97,1.2,1.9
Akodon.cursor,2.15441759259202,0.774515317094681,0.717301704760049,0.66260057073729,36,33.3,30.8
Akodon.serrensis,3.29859887361308,0.854239473652168,1.7065214300726,0.737837969888307,25.9,51.7,22.4
Bibimys.labiosus,2.9505797365523,0.264550471830313,0.956686804643811,1.72934246007818,9,32.4,58.6
Blarinomys.breviceps,2.43116988429439,0.168987785330441,1.16074181616493,1.10144028279902,7,47.7,45.3
Necromys.temchuki,4.45189664517386,4.43186358290614,0.00845565328855405,0.0115774089791652,99.6,0.2,0.3
Calomys.callosus,2.43546994193786,1.03664402175995,0.406194680659666,0.992631239518246,42.6,16.7,40.8
Calomys.laucha,6.33058552098106,5.94945575046969,0.0625846239582865,0.318545146553083,94,1,5
Calomys.tener,2.456513700285,0.633145198067847,1.22198566240367,0.60138283981348,25.8,49.7,24.5
Ctenomys.torquatus,5.77786696460868,5.69177720444002,0.040313728392696,0.045776031775968,98.5,0.7,0.8
Delomys.dorsalis,3.97735686586872,2.00457471735495,1.41045126502181,0.562330883491951,50.4,35.5,14.1
Holochilus.brasiliensis,3.01275238061967,0.0436696227586809,2.08399910813166,0.885083649729327,1.4,69.2,29.4
Lundomys.molitor,6.48943927905993,6.48128951014651,0.000965389456201397,0.00718437945721735,99.9,0,0.1
Holochilus.sciureus,2.89997417412916,2.5076424688601,0.146280930259072,0.246050775009987,86.5,5,8.5
Nectomys.rattus,2.61058972659638,2.30952610272855,0.128287437946662,0.172776185921174,88.5,4.9,6.6
Nectomys.squamipes,3.00018025978075,1.57315477118223e-05,1.82678195722115,1.17338257101189,0,60.9,39.1
Oecomys.bicolor,3.53301552253611,3.35506496010582,0.0708000992333844,0.107150463196912,95,2,3
Oligoryzomys.eliurus,2.32842439581949,0.239501629510987,1.38318931917112,0.70573344713738,10.3,59.4,30.3
Oligoryzomys.flavescens,3.04447050997982,0.0486011875691123,1.78079646610962,1.21507285630109,1.6,58.5,39.9
Cerradomys.subflavus,2.69716141694067,1.44476840310474,0.424498804245625,0.827894209590307,53.6,15.7,30.7
Oxymycterus.angularis,2.27683247460853,2.00754318558365,0.113696464692867,0.155592824332017,88.2,5,6.8
Oxymycterus.delator,1.21461529650069,0.336655156843941,0.460661079112571,0.417299060544176,27.7,37.9,34.4
Oxymycterus.hispidus,2.02546861595328,0.195579535761303,0.930777338635595,0.899111741556386,9.7,46,44.4
Brucepattersonius.iheringi,6.27574879408863,5.7071673157408,0.14445252952961,0.424128948818221,90.9,2.3,6.8
Oxymycterus.nasutus,4.70400000580541,3.53690723160477,0.704474040373832,0.462618733826807,75.2,15,9.8
Oxymycterus.roberti,3.145211287119,2.53594316422249,0.141261778453817,0.468006344442684,80.6,4.5,14.9
Oxymycterus.rufus,4.07358562539816,4.07358562539816,0,0,100,0,0
Pseudoryzomys.simplex,2.47667369218491,1.43700604365403,0.386467833194508,0.653199815336379,58,15.6,26.4
Rhipidomys.mastacalis,2.03999357052045,0.816403218534899,0.505716636493547,0.717873715492007,40,24.8,35.2
Juliomys.pictipes,3.30003966099494,0.429863630384615,1.5347690417666,1.33540698884373,13,46.5,40.5
Hylaeamys.megacephalus,1.91140840690126,0.551778258767974,0.622351005026114,0.737279143107167,28.9,32.6,38.6
Euryoryzomys.russatus,2.93086586112672,0.0957589550310507,2.18912309544639,0.645983810649278,3.3,74.7,22
Sooretamys.angouya,3.21121416588393,0.200485080434689,1.83990401627775,1.17082506917149,6.2,57.3,36.5
Akodon.montensis,3.18444087396463,0.331477449622864,2.21114920268336,0.64181422165841,10.4,69.4,20.2
Oecomys.catherinae,2.67376961652915,0.23287160871346,1.59733601372738,0.84356199408831,8.7,59.7,31.5
Rhipidomys.macrurus,3.70940992205327,3.30419173149108,0.0565674239508906,0.348650766611299,89.1,1.5,9.4
Oxymycterus.quaestor,3.01848988481971,0.214053208303524,2.23585805466268,0.568578621853507,7.1,74.1,18.8
Calomys.expulsus,2.87742159818557,2.12859168575226,0.395205920730764,0.353623991702552,74,13.7,12.3
Oligoryzomys.fornesi,2.09039293977838,1.17246235620644,0.318652325838265,0.599278257733676,56.1,15.2,28.7
Scapteromys.tumidus,6.21417065836645,5.99273484578325,0.112457166164078,0.108978646419124,96.4,1.8,1.8
Myocastor.coypus,5.66203467899932,4.67576922785362,0.469864592549945,0.516400858595749,82.6,8.3,9.1
Panthera.onca,1.9304363580349,0.00587838236863488,1.17539622190234,0.749161753763927,0.3,60.9,38.8
Brucepattersonius.griserufescens,1.97292061571499,1.47863385529592,0.155680871290045,0.338605889129024,74.9,7.9,17.2
Marmosa.paraguayana,3.07302817962667,0.196386675218446,1.63107507997359,1.24556642443464,6.4,53.1,40.5
Callistomys.pictus,2.12022347476171,1.02406264487861,0.349273100705702,0.746887729177391,48.3,16.5,35.2
Sylvilagus.tapetillus,2.1767339090558,2.04241485117504,0.0264124587112715,0.107906599169497,93.8,1.2,5
Monodelphis.americana,2.27537494303686,0.737577226035629,0.87984526618921,0.657952450812026,32.4,38.7,28.9
Coendou.speratus,1.95709993978922,1.95709993978922,0,0,100,0,0
Callithrix.aurita,1.88686649341742,1.23220409676939,0.328413889202987,0.326248507445041,65.3,17.4,17.3
