"Species","rates_anura_svl","rates_anura_litter","CHELSA_bio2_1981.2010_V.2.1_median","CHELSA_bio3_1981.2010_V.2.1_median","CHELSA_bio4_1981.2010_V.2.1_median","CHELSA_bio7_1981.2010_V.2.1_median","CHELSA_bio11_1981.2010_V.2.1_median","CHELSA_bio15_1981.2010_V.2.1_median","CHELSA_bio17_1981.2010_V.2.1_median"
"Ischnocnema_octavioi",0.0462668802731225,-0.129244165315983,"7.99930262201813","51.9980470832675","212.991076092386","13.999162941826","20.0001394390006","57.0004130940228","121.995825238943"
"Ischnocnema_verrucosa",0.0276204909899201,-0.149524570476054,"8.4998607124053","56.5001390367038","198.498469392479","14.4999302804997","19.0004181541905","76.4999287742019","58.5002815756204"
"Ischnocnema_juipoca",0.0309563647111791,-0.858703946242804,"9","62.0002783323002","177.497775419597","14.9999999902993","19.5002784760003","80.0009054463987","44.9979817524056"
"Adelophryne_pachydactyla",-0.264456764730614,-1.80144800867301,"6.99930258605166","60.9959562198046","148.992470694158","11.9987452204053","22.0001397304109","23.0009772281587","245.009337710059"
"Haddadus_binotatus",0.322128235698588,-3.05358837811729,"8.00000001940614","57.999999495103","197.498679253775","14","19.0001391590006","54.5006948077112","119.49199467177"
"Pristimantis_ramagii",-0.157436563125212,-3.76437499447927,"6.99930258605166","60.9969310205795","145.98898665028","10.9993023300517","23.0001394395869","52.0011160056569","105.993307831888"
"Pristimantis_paulodutrai",0.0128126256411079,-2.19401306640581,"6.99916329399668","59.4960951156894","149.495887272398","11.4990237752285","22.000209316206","29.50013976241","245.003137069605"
"Pristimantis_vinhai",-0.143249130802171,-2.36388407713264,"6.99916329399668","59.9966524895059","149.500487061088","11.9988148062004","22.000209316206","29.50013976241","238.500212501719"
"Euparkerella_brasiliensis",-0.0645580417853712,-0.108143628469247,"7.99972089050935","52.9990232850374","214.994841786507","14.4995117728163","19.5000002974036","61.5003445416266","119.992138946608"
"Euparkerella_cochranae",-0.217622853510371,-0.273926738380248,"7.99930262201813","51.9980470832675","212.991076092386","13.999162941826","20.0001394390006","57.0004130940228","105.997497766346"
"Euparkerella_tridactyla",0.0986790182893742,0.0567219247761342,"7.99902389040301","57.9958161932388","179.992053176968","13.9987449769949","22.0001394470006","62.9974895421409","105.010602200473"
"Euparkerella_robusta",0.161391469861453,0.110696865662939,"7.99902397661736","55.9955382897097","201.990658153391","14.9984665234257","20.9997220122148","64.9976277695854","81.0054395660975"
"Holoaden_bradei",0.239656967468218,-1.49643222667252,"8.99986058840251","56.0001385955975","212.999444490804","15","17.000278823195","69.0011124560046","99.9930411171961"
"Holoaden_luederwaldti",0.354538653263928,0.241059037842447,"8.00006945520099","54.9998598232059","216.498607533609","14.9997909080049","17.5002789454951","60.5000673372241","127.497709492251"
"Holoaden_suarezi",-0.275055346886263,-0.295566217457331,"7.99965122640607","52.9986741920189","214.499026038698","13.9997207962048","17.5002789454951","56.5014597990208","130.989418482814"
"Ceratophrys_aurita",1.00785464818606,-1.41029962473835,"8.00000001940698","56.9999997668106","196.999444478539","14","19.0001394190005","51.9958188845571","121.012535299716"
"Ceratophrys_joazeirensis",-0.283603176476087,15.2613384980174,"9.99993028020656","68.9994429565325","143.993801469893","14.000139319294","24.0001389595852","88.4995107819307","21.0021630902639"
"Cycloramphus_asper",1.08945222279403,1.14606149765534,"5.9993031040932","39.9975607923954","293.995192735471","13.9992332585929","16.0001397103975","23.9996517172659","317.997420747394"
"Cycloramphus_izecksohni",-1.05734490410112,-1.17907276866485,"7.99930300319144","49.9969326741628","277.997773461585","14.9997212122031","17.0001394035992","29.000973185004","307.993725217576"
"Cycloramphus_bolitoglossus",-0.555976761922349,-0.639258910501772,"7.99930300319144","47.9980475468123","291.992336507151","14.9998603403992","16.0005573378031","27.9987451247814","307.993725217576"
"Cycloramphus_granulosus",0.496794965348883,0.501487380378678,"7.99965122640607","52.9986741920189","214.499026038698","13.9997207962048","17.5002789454951","56.5014597990208","130.989418482814"
"Cycloramphus_mirandaribeiroi",1.89255604934708,2.01704136117957,"5.99958127719585","40.9980456105766","276.994705546563","12.9995812771959","17.9998611597978","38.9999992735967","311.98537758108"
"Cycloramphus_ohausi",-1.85858241141831,-2.04936374551737,"7.99972089050935","52.9990232850374","214.994841786507","14.4995117728163","19.5000002974036","61.5003445416266","119.992138946608"
"Cycloramphus_catarinensis",-0.40420208822958,0.271207055713562,"3.9994426353958","31.9970740379784","294.992612026951","11.9993032203952","17.0004179496036","27.9987451247814","295.000832087285"
"Cycloramphus_faustoi",0.380875394614145,-0.640035452241826,"6.99944186440962","49.9972097884402","217.994284735448","12.9994415924096","18.0002790677952","46.0011099950343","205.978837364405"
"Cycloramphus_acangatan",0.544599875169149,0.541677868553321,"7.99999975140141","55.9997201596045","245.995266160985","14.9998603403992","17.0001394035992","49.0023668962091","166.991229769567"
"Cycloramphus_valae",-0.583971146524424,-0.681715583154448,"8.49909392008083","48.9954696699914","318.496791808459","16.4991633378832","14.0001398403975","14.0017404966377","348.496305588822"
"Cycloramphus_eleutherodactylus",1.10350396774156,1.12915299444633,"8.99986058840251","56.000278306597","215.995404125671","15","17.999999736","66.0002759892304","99.9930411171961"
"Cycloramphus_juimirim",-1.07838524441811,-1.23960989986335,"5.99972043560013","45.997766584399","257.991920366375","12.9995813039999","18.9998610975991","42.9998578852035","279.979539869723"
"Cycloramphus_carvalhoi",0.0161826126806263,0.789801315740231,"8.99986058840251","56.0001385955975","212.999444490804","15","17.000278823195","69.0011124560046","99.9930411171961"
"Cycloramphus_stejnegeri",0.0161826126856414,-1.14332990467542,"7.99972089050935","52.9990232850374","214.994841786507","14.4995117728163","19.5000002974036","61.5003445416266","119.992138946608"
"Cycloramphus_dubius",1.23545104958006,0.347580596022312,"4.50048689450228","37.0025735924104","224.496933907302","11.5002779134028","18.4998609849991","43.0011808565127","207.487750242457"
"Cycloramphus_duseni",-1.21722529526809,-0.683567415641664,"6.99972081079697","46.4985344066816","277.496239504074","14.4995815414957","16.0002789463023","32.5016710392106","304.990394635436"
"Cycloramphus_cedrensis",-0.544447230309264,-0.641813006738626,"5.49972077199808","37.9988126890932","292.495054975571","13.4995814929978","16.0003485295014","26.0011136078977","324.99143194132"
"Cycloramphus_lutzorum",0.598258436274817,0.596640839336717,"7.99986034439809","51.9990232027866","225.997493221201","14.9997212122031","17.9998611597978","42.9998578852035","205.978837364405"
"Cycloramphus_semipalmatus",0.00774299815620459,-0.226564960181618,"6.99944186440962","49.9972097884402","225.997493221201","12.9995813039999","18.0002790677952","46.0011099950343","205.978837364405"
"Cycloramphus_migueli",-1.18070803239673,-1.30530677647215,"6.99916329399668","60.4960256735994","152.991982920581","11.9988148062004","22.000209316206","24.5004890780135","234.508989151391"
"Cycloramphus_rhyakonastes",1.18608085481814,1.25597396194413,"6.99972081079697","46.4985344066816","277.496239504074","14.4995815414957","16.0002789463023","32.5016710392106","304.990394635436"
"Cycloramphus_boraceiensis",-0.923476510971064,-1.31450527255955,"7.99930262201813","51.9980470832675","212.999444490804","13.999162941826","18.9998611558067","57.0004130940228","121.995825238943"
"Cycloramphus_brasiliensis",1.40163505420117,1.66373363712865,"8.00013915900057","53.9999994868073","212.999444490804","14.9998606038067","18.9998611558067","66.0002759892304","99.9930411171961"
"Cycloramphus_diringshofeni",-0.487325423853685,-0.567225706091044,"5.49972077199808","37.9988126890932","292.495054975571","13.4995814929978","16.0003485295014","26.0011136078977","324.99143194132"
"Zachaenus_carvalhoi",0.0919556726312878,-1.08280635419714,"7.99902389040301","57.9958161932388","179.992053176968","13.9987449769949","22.0001394470006","62.9974895421409","105.010602200473"
"Zachaenus_parvulus",-0.598186777455715,-0.675046383616365,"7.99916329931774","52.9990232850374","207.490867122889","14.4988147326258","20.4997914289017","60.9990204318041","100.99945084619"
"Cycloramphus_bandeirensis",-0.425271839579628,-0.348829115012267,"7.99972087681064","55.9993020928383","201.993870454904","13.9994423056212","18.0009752147863","70.9986017448065","80.0078181424485"
"Cycloramphus_fuliginosus",0.526609839209531,0.686785104768545,"6.99916329399668","55.9955382897097","168.998884649178","11.9988843919956","22.000139427593","47.0013897377223","121.012535299716"
"Thoropa_lutzi",-0.519132344590963,-1.73250880450667,"7.99951174941439","52.9990232850374","207.492473273645","13.9993026237236","20.0000002662976","61.5003445416266","100.99945084619"
"Thoropa_megatympanum",-2.67896010327806,-26.373607543764,"9.49986058240587","62.5002086345009","175.99770383204","14.9999302864997","19.0001393012974","89.4997209091069","28.4995844302687"
"Thoropa_miliaris",-8.17804262729892,-147.522858397722,"8.00013928929763","59.9964439618585","174.9972791649","13.9994424122176","20.0002788705936","61.4997178969197","90.5203556232533"
"Thoropa_taophora",8.77390154893272,153.04619087496,"6.49958115000488","47.9974881864196","224.496933907302","12.9995114482047","18.5000700826972","44.5004839401189","232.975979991007"
"Thoropa_petropolitana",-2.23448168298568,-2.39584942789273,"7.99965118670977","54.9977688882585","214.497424308238","14.9990938678144","19.4998611247007","60.9990204318041","102.995269441771"
"Thoropa_saxatilis",1.85807561435587,-1.07006352101525,"8.49909392008083","48.9954696699914","318.496791808459","16.4991633378832","14.0001398403975","14.0017404966377","348.496305588822"
"Crossodactylus_aeneus",0.117224755600531,-1.39878550209756,"7.99986035979891","53.9999994868073","215.998607586592","14.9997212122031","18.9998610975991","54.0015309302046","143.982873967181"
"Crossodactylus_dantei",-0.198012987284432,0.3782163683734,"2.00055649092555","46.0019467931164","80.0038950834021","4.00083513009598","24.9997216168296","59.9997222259063","134.991635397842"
"Crossodactylus_gaudichaudii",-0.596827883991,-0.382185142952344,"7.99999975140141","55.9955382897097","212.999444490804","14.9997212122031","18.9998611558067","63.0019493014099","105.997497766346"
"Crossodactylus_grandis",0.728826739025107,0.708805363952332,"8.99986058840251","56.0001385955975","212.999444490804","15","17.000278823195","69.0011124560046","99.9930411171961"
"Crossodactylus_lutzorum",-0.280883656375499,-0.103983562978819,"6.99930258605166","59.9972098516176","148.992470694158","10.9993023300517","21.0006966847702","20.0048779726781","261.977311872336"
"Crossodactylus_caramaschii",-0.280804265688735,-0.0812142946147879,"8.49993017990002","55.9996508817994","250.495196745082","14.9999997379994","17.0002088471","42.5013213789075","218.990953037873"
"Crossodactylus_schmidti",0.167768304480764,0.406506077262587,"9","48.5003480938038","358.993943650937","18.9996519081962","15.999999876","21.5002085731067","359.50209987051"
"Crossodactylus_cyclospinus",-0.157481576943592,-0.110177226435099,"7.99986055299943","62.0001386281822","167.99623972744","12.9998605529994","20.0002788940011","53.9965129285306","107.012001511327"
"Crossodactylus_trachystomus",0.0671896921831496,0.132828281120236,"8.99986056499945","59.0000691757979","192.498538792708","14.9999304144997","18.5000697252026","85.5001387415961","44.498886717914"
"Crossodactylus_dispar",-0.0865010743529057,0.457865798359525,"9","57.9998603438045","212.999444490804","15","17.0002785860011","67.0018096030074","99.9930411171961"
"Hylodes_heyeri",0.620378553305719,0.758333140072084,"6.99979038999911","48.9983948935928","261.99401098408","13.9997208221995","17.5000001476988","40.5005564116001","270.987049175246"
"Hylodes_regius",-0.639591963136795,-0.782157078910331,"8.99993029420126","56.999999469701","214.499026038698","15.4999302864997","17.0002089813965","68.001461029506","98.9936680379826"
"Hylodes_asper",-0.349988809570736,-1.19075834196212,"7.99930262201813","51.9990232027866","222.996374593403","14.9984665234257","18.9998610975991","42.9998578852035","161.985795848433"
"Hylodes_meridionalis",0.385289217168575,0.865848769307801,"7.99937258268393","45.4996506565641","336.492962545589","16.4991633378832","14.5000002780005","14.5009047540341","326.997763386921"
"Hylodes_amnicola",-2.2703075791288,-2.46834866309471,"8.00013915900057","53.9999994868073","216.998607480627","14.9998606038067","18.9998611558067","66.0002759892304","96.001403926034"
"Hylodes_mertensi",2.2708663963128,2.43559599684504,"7.99999975140141","55.9997201596045","225.997493221201","14.9997212122031","17.0001394035992","54.9998586852178","155.002377867305"
"Hylodes_otavioi",0.0583145178868803,0.831836241180773,"8.99986056499945","59.999999472","184.999583278998","14.9998608289994","19.000000264","88.9993033724025","39.9990259388331"
"Hylodes_phyllodes",-0.120039937873448,-1.37316651236898,"7.99999975140141","53.9999994868073","217.994284735448","14.9997212122031","18.0002790677952","54.0015309302046","155.002377867305"
"Hylodes_cardosoi",1.08061904052068,1.14999329501891,"6.99972081849738","46.4990220714875","271.495403574174","13.9997208087975","17.0002092488004","40.5005564116001","284.488029909126"
"Hylodes_charadranaetes",-1.09136486284071,-1.19722787245694,"7.99972089050935","52.9990232850374","214.994841786507","14.4995117728163","19.5000002974036","61.5003445416266","119.992138946608"
"Hylodes_dactylocinus",-0.412650678489056,-2.58878060057999,"5.99972043560013","45.997766584399","257.991920366375","12.9995813039999","18.9998610975991","42.9998578852035","279.979539869723"
"Hylodes_perplicatus",0.176522167987045,-0.240754676759982,"5.99958127719585","40.9980456105766","291.992336507151","12.9995812771959","17.9998611597978","29.000973185004","311.98537758108"
"Hylodes_babax",0.394929089237216,0.410628536266422,"7.99972087681064","55.9993020928383","201.993870454904","13.9994423056212","18.0009752147863","70.9986017448065","80.0078181424485"
"Hylodes_vanzolinii",-0.446611735213631,-0.4968026296356,"7.99972087681064","55.9993020928383","201.993870454904","13.9994423056212","18.0009752147863","70.9986017448065","80.0078181424485"
"Hylodes_glaber",-0.00722473138917683,-0.0263209117854053,"8.99986058840251","56.0001385955975","212.999444490804","15","17.000278823195","69.0011124560046","99.9930411171961"
"Hylodes_lateristrigatus",-0.00722473138759264,-0.026320911783957,"7.99930262201813","55.9955382897097","210.999166226763","13.9994423056212","19.9998610935947","62.9974895421409","105.010602200473"
"Hylodes_fredi",0.858171413487847,0.909243654117117,"1.00111322060204","22.0048706428124","179.002361350463","6.00125239500513","20.9994434188028","33.0048701102149","161.985795848433"
"Hylodes_pipilans",-0.9124237671257,-1.00470883932551,"7.99930262201813","51.9980470832675","212.991076092386","13.999162941826","20.0001394390006","57.0004130940228","143.982873967181"
"Hylodes_magalhaesi",0.248448213647042,0.250264191579511,"9","58.9997907586027","215.998399317998","15.499999998","17.0000695795","65.0018794522087","109.49213477757"
"Hylodes_perere",-0.316284779645648,-0.360122048241075,"8.99993028449916","56.0002084510972","211.999305358783","15","17.0004181164923","73.0008344277055","77.0001454373126"
"Hylodes_ornatus",-0.405083651554669,-0.499382380861135,"8.99986058840251","56.0001385955975","215.998607586592","15","17.0001394035992","63.0019493014099","120.989974596371"
"Hylodes_sazimai",-0.0727191329312658,-0.215914754046948,"8.99986058840251","56.0001385955975","215.998607586592","15","17.0001394035992","63.0019493014099","120.989974596371"
"Hylodes_uai",0.138104429751553,0.101657622540959,"8.99986056499945","59.0000691757979","192.498538792708","14.9999304144997","18.5000697252026","85.5001387415961","44.498886717914"
"Hylodes_nasus",-2.08430282972192,-2.1989238130589,"7.99951194000104","51.9995108675925","220.495329664426","14.9990938678144","18.0002092413979","44.5004839401189","158.494086857869"
"Megaelosia_apuana",0.276248650209215,0.308223874368526,"6.49979026579541","51.9986734397895","189.994145920112","11.9996508304975","20.0005573308935","58.9999957412644","126.000363261044"
"Megaelosia_boticariana",-0.204764871725956,-0.208275619218089,"7.99999975140141","55.9997201596045","225.997493221201","14.9997212122031","17.0001394035992","54.9998586852178","155.002377867305"
"Megaelosia_bocainensis",-3.52717682589021,-3.78063156134401,"8.99986058840251","56.0001385955975","212.999444490804","15","17.000278823195","69.0011124560046","99.9930411171961"
"Megaelosia_lutzae",2.62383074517325,2.83430642627326,"8.99986058840251","56.0001385955975","212.999444490804","15","17.000278823195","69.0011124560046","99.9930411171961"
"Megaelosia_goeldii",1.73964324152469,1.89570039331907,"7.99986035979891","51.9999985323985","215.998607586592","14.9998603403992","18.0002790677952","57.0004130940228","143.982873967181"
"Megaelosia_jordanensis",-0.467048573520228,-0.477230743257316,"9","57.9998603438045","215.998607586592","15.9998605729994","17.000139139598","67.0018096030074","97.994294958769"
"Megaelosia_massarti",1.60850810713229,1.81160148238882,"7.49972080790552","52.9984649740224","221.995888978325","13.9995814023064","17.5002092356972","50.500484340126","180.490607615855"
"Limnomedusa_macroglossa",0.135578844217008,3.09840246711771,"9","44","404.997764096681","19.999721493393","13.000278506607","17.0004173662134","320.002655176879"
"Hylomantis_aspera",-0.106868328080256,-0.909634826779031,"5.99944190458915","54.99679150017","146.993584617513","10.999163002588","22.0002789020011","27.0008361471839","255.984672166395"
"Hylomantis_granulosa",0.0846709075841535,-1.98555627675538,"7.49916306228873","65.4976975489778","112.491774840298","10.4989539954961","23.5002787982932","59.999582690952","92.4967306506266"
"Phasmahyla_cochranae",0.556304837913552,5.87175367417461,"8.9999999902979","57.999999495103","215.998399317998","15.0001392695989","17.0002787045981","66.5010427961189","98.9936680379826"
"Phasmahyla_exilis",-0.595051967900592,0.693745114199377,"6.99916329399668","58.4959556486117","167.992957565582","11.9988843919956","22.0001394587049","42.4999987566745","192.998332451807"
"Phasmahyla_timbo",-0.447311243565576,0.772351980822288,"6.99930258605166","59.9972098516176","148.992470694158","10.9993023300517","21.0006966847702","20.0048779726781","261.977311872336"
"Phasmahyla_guttata",0.485820584943142,-2.05577947737094,"7.99930262201813","51.9999985323985","216.998607480627","14.9984665234257","18.9998610975991","54.0015309302046","152.994712754383"
"Phasmahyla_jandaia",-0.979148833743253,-3.93933360145947,"9.00006944579792","62.4998601984048","175.99770383204","14.9999302864997","19.0002785985947","88.9997212425944","32.4993756624968"
"Phasmahyla_spectabilis",0.88288250100184,-2.04891240506796,"7.49951192349806","60.4979777081969","163.994632936414","12.4993724724975","21.0002788980011","42.9970729465568","156.515543151595"
"Phyllomedusa_ayeaye",0.0542038666916997,0.151362137057621,"9","61.0004177375986","192.996102199209","15","18.0001394424036","76.0005569200023","58.9970753608059"
"Phyllomedusa_megacephala",0.0584589131220677,0.155981478723916,"8.49999999229707","59.0002086167979","186.498955809496","14.9997911192021","19.5000002757029","87.499512332686","39.9997918959324"
"Phyllomedusa_rohdei",0.0398275277974143,0.126495734669557,"8.00000001940531","56.0001385955975","212.991076092386","14.9997214094047","18.0009752147863","63.0019493014099","105.010602200473"
"Phyllomedusa_azurea",0.00705875178947083,0.122959331604999,"9","60.5002785566","184.497076610791","15","21.0004177401919","69.5007662511036","58.9983292569931"
"Phyllomedusa_hypochondrialis",0.00822123255533663,0.124221745045844,"8.00013939359134","66.0016712447753","92.0009766147299","12.0001393550006","24.9999302982018","64.9983973826082","86.9970062241797"
"Phyllomedusa_nordestina",-0.484719384486186,-0.422082773123382,"9.00000001941367","66.0009752015902","138.001532191943","13.9997213814086","23.0002788620011","89.0011153462405","18.9994426829684"
"Phyllomedusa_bahiana",1.49138902368511,3.51536527427836,"8.99986057641032","66.9999301739106","148.992539205978","12.9999302902052","22.00048732509","47.9988829954023","72.0054378601593"
"Phyllomedusa_burmeisteri",0.853069428717955,13.8224936068179,"8.99999974600001","61.0003481460995","164.500002427406","14.0001391558884","20.4999307324925","69.5008328661508","63.5004905797105"
"Phyllomedusa_distincta",-0.918908836724272,1.66206273385679,"7.99944233660029","49.9969326741628","265.996101601785","15.0001391355997","17.000139139598","35.9998585994006","279.979539869723"
"Phyllomedusa_tetraploidea",-1.16097201925269,-0.961491223177225,"9","55.9999302106967","269.996170931979","15.9998608449994","17.0002087188007","33.0021581076059","241.488586026051"
