generation,N_shifts,logPrior,logLik,eventRate,acceptRate
353000,145,-1515.53,-110891,76.033,0.136
354000,144,-1506.92,-110884,76.033,0.121
355000,145,-1508.06,-110860,72.1903,0.139
356000,145,-1503.67,-110834,69.1116,0.124
357000,145,-1510.13,-110825,84.1246,0.128
358000,146,-1504.61,-110793,69.2743,0.152
359000,149,-1529.43,-110760,75.8833,0.144
360000,147,-1529.28,-110737,76.015,0.143
361000,147,-1530.61,-110736,76.015,0.114
362000,146,-1511.92,-110715,65.5526,0.124
363000,147,-1522.4,-110713,74.2737,0.124
364000,149,-1532.83,-110703,72.4878,0.142
365000,149,-1532.4,-110706,73.3123,0.124
366000,142,-1475.39,-110693,73.3123,0.108
367000,142,-1460.96,-110651,79.6629,0.132
368000,145,-1472.33,-110632,72.8594,0.124
369000,144,-1459.94,-110612,72.8594,0.132
370000,146,-1482.83,-110598,75.9981,0.131
371000,145,-1477.68,-110566,73.3274,0.141
372000,147,-1488.42,-110531,67.0418,0.149
373000,150,-1526.15,-110532,81.5376,0.154
374000,150,-1510.69,-110532,69.1886,0.144
375000,155,-1567.85,-110514,77.0921,0.146
376000,156,-1562,-110491,65.6689,0.126
377000,156,-1555.5,-110500,78.9635,0.134
378000,163,-1598.94,-110477,71.5378,0.126
379000,158,-1574.91,-110482,87.0532,0.116
380000,158,-1569.21,-110430,81.7412,0.141
381000,156,-1551.83,-110384,81.7412,0.147
382000,160,-1584.49,-110363,84.7209,0.138
383000,162,-1597.71,-110323,85.906,0.157
384000,162,-1592.67,-110319,83.1409,0.127
385000,162,-1587.88,-110299,80.9025,0.144
386000,169,-1650.34,-110272,95.1671,0.136
387000,166,-1610.73,-110250,75.226,0.131
388000,168,-1655.28,-110245,93.677,0.119
389000,167,-1650.1,-110213,93.677,0.134
390000,165,-1627.56,-110208,81.5249,0.128
391000,160,-1584.27,-110180,77.6408,0.132
392000,162,-1613,-110169,87.5164,0.138
393000,160,-1582.83,-110158,76.163,0.108
394000,157,-1571.4,-110148,89.2944,0.126
395000,152,-1515.48,-110136,72.513,0.142
396000,149,-1493.55,-110148,76.8753,0.123
397000,146,-1464.4,-110149,72.5966,0.137
398000,149,-1488.49,-110147,71.5777,0.137
399000,150,-1501.3,-110142,69.5427,0.128
400000,150,-1495.7,-110129,66.2143,0.122
401000,146,-1473.94,-110130,77.5964,0.131
402000,143,-1445.82,-110127,66.4862,0.129
403000,139,-1417.88,-110122,69.3122,0.113
404000,136,-1406.59,-110098,78.0577,0.128
405000,139,-1422.59,-110063,64.1715,0.126
406000,140,-1425.87,-110060,57.4599,0.102
407000,139,-1423.72,-110060,62.1183,0.122
408000,143,-1461.77,-110038,70.2704,0.123
409000,146,-1480.77,-110005,84.6185,0.14
410000,147,-1467.88,-110015,66.481,0.123
411000,150,-1497.23,-109997,66.481,0.125
412000,149,-1488.4,-109992,83.7281,0.122
413000,148,-1468.13,-109986,77.6772,0.129
414000,154,-1507.25,-109971,69.8186,0.126
415000,154,-1513.16,-109967,72.2929,0.124
416000,153,-1512.34,-109954,79.4956,0.145
417000,150,-1482.71,-109940,77.4609,0.113
418000,157,-1532.54,-109928,71.204,0.126
419000,154,-1515,-109936,80.0123,0.128
420000,154,-1517.8,-109923,84.3323,0.135
421000,152,-1500.32,-109919,85.7725,0.13
422000,149,-1470.98,-109912,85.7725,0.127
423000,153,-1494.41,-109898,81.0747,0.11
424000,151,-1478.47,-109889,75.872,0.129
425000,151,-1491.29,-109883,83.3284,0.133
426000,156,-1534.08,-109872,84.7634,0.148
427000,155,-1517.37,-109865,77.1649,0.129
428000,160,-1547.09,-109846,67.5293,0.124
429000,162,-1577.17,-109835,78.5819,0.116
430000,165,-1599.22,-109822,78.5819,0.115
431000,164,-1600.29,-109827,86.1191,0.114
432000,161,-1572.56,-109827,77.1519,0.132
433000,162,-1592.89,-109822,91.0929,0.129
434000,161,-1567.43,-109813,79.4533,0.154
435000,156,-1535.89,-109780,88.9538,0.149
436000,159,-1547.85,-109745,73.4742,0.133
437000,159,-1549.9,-109750,81.0437,0.126
438000,160,-1561.18,-109730,81.0437,0.133
439000,160,-1548.1,-109662,79.1982,0.119
440000,162,-1569.43,-109624,79.1982,0.123
441000,167,-1605.03,-109601,76.5396,0.137
442000,170,-1640.61,-109589,89.0535,0.138
443000,168,-1618.81,-109583,85.4393,0.126
444000,169,-1622.36,-109550,81.3716,0.118
445000,170,-1637.52,-109552,93.9387,0.124
446000,171,-1624.26,-109537,70.3897,0.117
447000,164,-1574.5,-109509,80.2886,0.132
448000,165,-1592.98,-109467,94.0818,0.144
449000,164,-1565.77,-109444,73.0704,0.123
450000,158,-1523.14,-109433,79.7921,0.139
451000,153,-1477.3,-109404,70.365,0.128
452000,156,-1510.15,-109246,84.4538,0.13
453000,153,-1482.63,-109226,79.2105,0.115
454000,157,-1515,-109215,79.2105,0.114
455000,155,-1493.3,-109192,70.6202,0.14
456000,157,-1521.29,-109170,76.0786,0.128
457000,156,-1509.93,-109128,76.0786,0.127
458000,158,-1536.17,-109128,83.1806,0.115
459000,153,-1484.01,-109115,75.8851,0.127
460000,159,-1536.5,-109088,80.4142,0.119
461000,157,-1518.41,-109068,80.4142,0.124
462000,153,-1487.57,-109060,73.4453,0.126
463000,152,-1490.62,-109050,73.4453,0.126
464000,150,-1482.43,-109046,84.9949,0.136
465000,153,-1497.67,-109032,77.8345,0.134
466000,154,-1496.88,-109030,75.981,0.112
467000,157,-1518.93,-109017,71.9268,0.139
468000,155,-1524.18,-109015,85.6465,0.113
469000,146,-1454.63,-109008,94.3917,0.128
470000,147,-1456.55,-109002,86.4732,0.129
471000,150,-1476.82,-108978,78.6956,0.138
472000,152,-1494.22,-108973,76.8709,0.118
473000,145,-1437.99,-108943,77.14,0.117
474000,146,-1431.09,-108939,67.2619,0.13
475000,151,-1479.42,-108929,77.3322,0.128
476000,154,-1506.21,-108938,79.3839,0.143
477000,152,-1492.97,-108929,74.9631,0.123
478000,153,-1498.09,-108859,84.0642,0.121
479000,151,-1474.45,-108857,73.9998,0.144
480000,146,-1438.41,-108862,76.7215,0.128
481000,146,-1439.64,-108840,77.9097,0.112
482000,147,-1437.03,-108818,73.8692,0.131
483000,149,-1465.17,-108815,84.5151,0.129
484000,146,-1436.83,-108810,76.2193,0.122
485000,150,-1471.47,-108780,80.0043,0.117
486000,149,-1456.22,-108782,74.9293,0.124
487000,148,-1448.57,-108768,79.8778,0.118
488000,152,-1479.8,-108754,79.8778,0.13
489000,153,-1472.1,-108744,65.0996,0.115
490000,156,-1518.01,-108741,89.0039,0.116
491000,152,-1474.22,-108729,83.0177,0.126
492000,151,-1461.7,-108717,83.974,0.127
493000,148,-1437.82,-108704,83.6518,0.151
494000,145,-1397.62,-108686,68.3489,0.124
495000,150,-1438.91,-108669,70.4052,0.135
496000,147,-1421.33,-108663,77.6102,0.137
497000,152,-1456.44,-108659,68.6489,0.112
498000,149,-1433.19,-108638,68.993,0.126
499000,147,-1422.75,-108606,71.9581,0.131
500000,148,-1434.36,-108562,69.5929,0.132
501000,148,-1429.17,-108568,65.1686,0.117
502000,143,-1411.33,-108529,83.9857,0.127
503000,146,-1425.18,-108512,61.9116,0.133
504000,144,-1412.8,-108499,70.835,0.126
505000,144,-1420.34,-108500,81.3883,0.118
506000,141,-1393.69,-108494,77.583,0.133
507000,142,-1390.38,-108474,69.0711,0.126
508000,148,-1456.93,-108477,80.4769,0.113
509000,152,-1503.72,-108484,86.7121,0.125
510000,150,-1472.37,-108459,74.5744,0.134
511000,150,-1477.29,-108452,74.8865,0.131
512000,148,-1452.76,-108460,73.9653,0.147
513000,141,-1395.39,-108425,75.3912,0.132
514000,139,-1380.88,-108425,75.4953,0.115
515000,135,-1339.44,-108425,68.7715,0.12
516000,134,-1326.83,-108433,63.1991,0.104
517000,131,-1309.75,-108417,72.466,0.133
518000,133,-1335.61,-108408,77.5487,0.129
519000,137,-1362.21,-108396,72.8778,0.128
520000,138,-1369.4,-108390,72.8778,0.109
521000,138,-1360.13,-108369,72.8778,0.116
522000,141,-1362.82,-108378,72.8778,0.137
523000,144,-1378.24,-108378,66.3827,0.132
524000,143,-1392.22,-108372,84.7776,0.116
525000,143,-1378.95,-108374,69.1671,0.13
526000,143,-1388.47,-108379,86.8267,0.118
527000,146,-1395.08,-108367,74.6294,0.129
528000,148,-1410.51,-108342,74.6294,0.104
529000,147,-1409.34,-108331,74.6294,0.123
530000,151,-1443.57,-108318,74.6294,0.144
531000,150,-1428.61,-108299,74.6294,0.122
532000,151,-1452.05,-108279,85.7199,0.134
533000,151,-1429.67,-108253,64.9713,0.111
534000,152,-1453,-108235,76.5049,0.134
535000,153,-1446.71,-108228,69.609,0.127
536000,153,-1458.13,-108227,78.7481,0.143
537000,155,-1485.23,-108223,86.5279,0.126
538000,155,-1476.67,-108223,76.4811,0.115
539000,158,-1512.66,-108226,86.7222,0.125
540000,155,-1493.33,-108214,88.9486,0.144
541000,151,-1446.33,-108207,74.2487,0.121
542000,150,-1451.82,-108205,82.7769,0.128
543000,145,-1392.71,-108195,67.7074,0.132
544000,142,-1350.1,-108188,57.4373,0.109
545000,145,-1408.69,-108173,74.5333,0.108
546000,145,-1405.88,-108158,74.5333,0.122
547000,149,-1442.44,-108157,70.6715,0.12
548000,153,-1489.97,-108141,85.8349,0.12
549000,149,-1453.32,-108115,85.5562,0.119
550000,149,-1448.33,-108099,83.0062,0.11
551000,149,-1445.75,-108113,83.0504,0.127
552000,152,-1458.55,-108112,70.3497,0.119
553000,152,-1460.15,-108110,73.6769,0.133
554000,147,-1415.32,-108076,68.2601,0.114
555000,148,-1428.43,-108070,74.93,0.139
556000,149,-1435.53,-108055,77.4389,0.114
557000,150,-1443.83,-108061,77.6808,0.125
558000,147,-1422.39,-108039,73.133,0.114
559000,152,-1464.39,-108041,73.133,0.115
560000,154,-1485.03,-108037,80.7608,0.119
561000,155,-1473.77,-108022,69.0388,0.106
562000,160,-1498.98,-108027,76.8851,0.123
563000,156,-1474.11,-108035,83.2832,0.135
564000,150,-1415.44,-108017,71.892,0.124
565000,146,-1383.97,-108009,71.0572,0.114
566000,147,-1412.65,-107991,88.5044,0.139
567000,154,-1453.5,-107958,70.8751,0.135
568000,152,-1426,-107946,66.5906,0.124
569000,152,-1439.98,-107932,71.4486,0.135
570000,151,-1433.52,-107929,70.9664,0.122
571000,158,-1504.03,-107909,87.722,0.128
572000,160,-1510.59,-107898,82.122,0.112
573000,160,-1514.96,-107897,85.2639,0.127
574000,161,-1504.57,-107892,66.9682,0.109
575000,161,-1515.81,-107861,82.3091,0.129
576000,155,-1457.4,-107859,74.9535,0.121
577000,158,-1479.37,-107843,74.9535,0.109
578000,158,-1489.31,-107838,81.2222,0.118
579000,163,-1508.5,-107851,67.3412,0.113
580000,161,-1500.33,-107854,69.0129,0.14
581000,159,-1498.63,-107812,86.3655,0.14
582000,159,-1486.09,-107814,73.4894,0.111
583000,161,-1514.11,-107803,84.2587,0.118
584000,156,-1471.6,-107784,84.2587,0.123
585000,155,-1458.44,-107783,76.954,0.105
586000,157,-1471.22,-107768,72.1438,0.124
587000,155,-1455.53,-107748,74.5324,0.127
588000,153,-1438.56,-107745,72.2521,0.123
